"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"X79315_argC",0.000249037452454028,0.0741168342100718,0.00425391146495848,0.0724084032094144,0.000197441444107526
"X75948_ybaB",0.00102596494736895,0.0441445378106545,0.0433460519186507,0.0147841976453462,0.04291706300909
"X77268_yeaY",0.0110080507323992,0.0596873869300147,0.0840919665070989,0.00106563659322387,0.00196041206593646
"X78811_yhgN",0.0109931818999597,0.0766189088324924,0.0222323727845602,0.0160652885017145,0.00463782049001635
"X76934_yddM",0.0172213020713257,0.00488046287362417,0.000546731191925685,0.00950505896746578,0.247733522811953
"X76307_ybjC",0.00133958759715074,0.00437267603928975,0.0718039159728336,0.155575681940922,0.0124549287127638
"X78760_yhfX",0.0389243474980919,0.0189398897565114,0.0197006825263326,0.000238705830805185,0.0863304917701846
"X78409_dkgA",0.0797112167410281,0.000592162266599939,6.18481562676792e-06,1.9789471246916e-06,0.0521873338811879
"X75645_fhuC",1.43676816299137e-05,0.0443479825213764,0.0739768229351806,0.0803048828864186,0.0162829668077458
"X76837_uspF",0.0578716061935182,0.00203557607481717,0.0576368665612277,0.00563466389838516,0.000136096889538932
"X79557_ytfH",0.0404411169949484,0.0295986792798264,0.00222059921401344,0.000423046156698713,0.00111987782138129
"X79340_thiS",0.00388905804613608,0.113519403284342,5.09681059098098e-06,0.0122582847459973,0.00897407463722861
"X76070_entB",0.00131212325028648,0.0839619668672267,0.0635083936524538,0.02091613601187,0.00555274256243595
"X77313_purT",4.93474098627515e-07,0.0104703759712134,0.0323810641909053,0.169974576689219,0.0288500513885465
"X76899_ydcS",0.0780226381547225,0.00199154451894782,0.00303507151521642,0.0175121622000119,0.0219596692171137
"X78628_yhcO",0.083177408213635,5.43824928746837e-08,0.00361250507065483,0.0184389434992055,0.00340848514295821
"X79158_rffH",0.0245866339882019,0.0309336598994485,0.0173886063292053,0.0277906492272888,0.0242315722793779
"X76276_ldtB",0.000533255590341427,0.00964494588032618,0.000904621931207389,0.113832984491617,0.0476550245111636
"X79443_phnL",0.0427431314726766,0.0380305103806104,0.00117891883166248,0.0510460085218195,0.029024285991742
"X77842_yfeH",0.0272358531365328,0.0197269759999761,0.00493238994929661,0.102937689170155,0.00845449260249365
"X77885_eutH",0.0170611207212203,0.0879223613608222,0.0406493658822763,0.00156863229409803,0.0152532257539052
"X79191_pldB",1.95257817373583e-05,0.0392013091231917,0.0166054600515037,0.000911897151814522,0.0473422216886705
"X77754_cvpA",0.00500876022408049,0.0720545927019123,0.0176861403224773,0.000556377693493739,0.0211636392619547
"X76699_oppC",0.000707769536874727,0.0167715321516716,0.0851402747185007,0.0136626286112012,0.102788019854678
"X78016_eamB",0.0538700344191888,0.0108024148050366,0.00129492017892518,0.00250351079748026,0.0817297481443769
"X77331_aspS",0.0595381464160961,0.0152971004076475,0.0198020866632602,0.0329596004951865,0.01819244641341
"X78827_ugpE",0.0513031178656404,0.0324781138228356,0.00115187089940392,0.0194954778643018,0.0408460446380306
"X79490_yjeI",0.0380933985312239,0.0264121531170096,0.0230483762279715,0.00155218237046082,0.0355317001709474
"X77532_yegR",0.0111988675126497,0.0851404382309986,0.00455402080162919,0.0203703460847131,0.0502545017179824
"X77634_narP",0.0229090146061279,0.0377811771353893,0.00858294595383841,0.0289009142060518,0.0716565324998989
"X77587_sanA",0.03485144803858,0.0233021783437073,0.0790085197055441,8.38549572908109e-05,0.00298828734230016
"X76086_rnk",0.0378570057652768,0.0377599220342672,0.0119190409806049,0.00948758538698081,0.010070471407247
"X79109_glmU",0.00727843653764965,0.0426045897323618,0.0725838904477645,0.0545755640546369,0.00353154110660346
"X77700_pmrD",0.0154746561947363,0.0536606262090194,0.0044226785421579,0.0032081297838205,0.0056257493258764
"X78340_speB",0.0683999230864811,0.00139340655095799,0.00171803234447836,0.0127742055226231,0.0691753527663606
"X79427_mdtO",0.0103388729686796,0.102430546179728,0.00712515003440679,0.0118190415125081,0.0144847119322826
"X76989_eamA",0.0648642826961208,0.00360093229490063,0.0323788142796028,0.0114013704553926,0.020323457918497
"X76405_uup",0.0373402801603323,0.0298325686874444,0.00117971718657906,0.097917889246996,0.00188377092819493
"X75643_mrcB",0.0174795179222091,0.00263006779793151,0.0496387922053846,0.0146763727691848,0.0104905224566639
"X79311_yijO",0.0381073917697215,0.00390539445614057,0.0299682665282831,0.0234227390267684,0.0383110535358438
"X78853_nikB",0.00608064388159068,0.0724923047082045,0.0693760025311727,0.0119377709437783,0.0135775765077227
"X78315_zapA",0.0373323953053486,0.0181951787635328,0.05438152500208,0.00914099163059947,0.00257313506942127
"X76930_yddG",0.0116682105374994,0.0463069383264198,0.00126871450619275,0.10062399696519,0.0259336435998304
"X75682_tilS",0.0104096674176263,0.00922402081915808,0.0281059408577724,0.0283230983441346,0.020307776053175
"X78150_ygbK",0.0392639052031903,0.0131629596243416,0.00561320564060349,0.0752337912430373,0.0325991419183017
"X76497_csgC",0.0205523560452202,0.00979611643860928,0.0471645606160932,0.00979873800618385,0.0157437173260776
"X77081_malI",0.044785342338123,0.000509520834224631,0.00693355976727795,0.0594584300561037,0.0763173707383324
"X77594_galS",0.0614277099168876,0.0320302337905006,0.00421587442947236,0.00506989177398279,0.00796980420644581
"X77753_purF",0.00758073325127093,0.00953998395425981,0.078446542340258,0.0473384171978631,0.00200285291368147
"X79136_maoP",0.00214499995869619,0.00323661739667704,0.047710507335115,0.175962697473258,6.44841128823953e-06
"X78207_queF",0.00122740274876747,0.0289749179856474,0.10057978490552,0.0110201331820143,0.0734311636147299
"X75859_ddlA",0.0103106144075313,0.0578488842234716,0.0592248792469739,0.0631316440485413,0.00897619445820013
"X78565_secG",0.0488652515771132,0.025559531928021,0.0118520050296467,0.00937363813030682,0.00329706902988185
"X4670_Hypothetical_protein",0.0254394258173694,0.0413635809036783,0.00975980926043716,0.031577501590097,0.0039106777064089
"X78785_greB",0.0119277542326054,0.0237105279883932,0.0179542486229604,0.0609698730144489,0.138452605352958
"X75722_gpt",0.0759642901739001,0.000848470469811087,0.00446265801605397,0.0208381951900703,0.00571166280614799
"X76906_ydcY",0.0281436739061657,0.000880885964809081,0.000776284959264941,0.0114318671529808,0.0407343390908817
"X75641_thpR",0.00616891342828475,0.0173263139639661,0.00583438928145555,0.191437837659635,0.0520339273857582
"X78845_zntA",0.003308802238202,0.0434561838733195,0.0318111453920929,0.000968930607092439,0.126750166787369
"X78329_fbaA",0.00897169349538213,0.0127576858804561,0.00800262340950312,0.0110257789569204,0.215085612614867
"X77770_aroC",0.00277104899669613,0.00143660316123895,0.0023689301708077,0.103290256145447,0.254228915848638
"X79162_rffT",0.00357335877842623,0.017302110017982,0.00823211762451678,0.121381701732496,0.0370544924167447
"X77339_cutC",0.024967977031554,4.50986553156898e-05,0.0345026066141776,0.101363639847877,0.0235657510116853
"X76637_umuC",0.011937143363401,0.106649251200449,0.0157174189700804,0.00583747884191844,0.00253626856674708
"X77654_alkB",0.0596137985030022,0.0115284901263272,0.0107870895038326,0.0257247766246253,0.050385120803274
"X78101_ygaH",0.0227460263633597,0.0560052533135742,0.0543882738766576,0.0193716394808752,0.0111676847193406
"X79415_acs",0.0792836304994197,0.0105386682646385,6.4809784925988e-07,1.15897293486829e-06,0.0204397462606358
"X79246_dtd",0.0742417145434663,0.000431416699402018,0.00661212478627323,0.0112342598990053,0.0334253953287379
"X4975_yddR",0.00877092031693689,0.00326534628925964,0.0167447568766608,0.0211992827571159,0.293477118883414
"X79140_ilvM",0.0417990013285499,0.000504432550756364,0.0972404560314062,0.00145322392721792,0.000667824151062117
"X76315_ybjO",0.0180871414113908,0.0110561034459557,0.0546396635544289,0.030362737019125,0.00393155677871466
"X77528_baeR",0.0549495497973989,0.0056792295150033,0.0434832807156589,0.020213328736147,0.00236153941040464
"X77913_dapA",0.00806019869117688,0.0339332057050614,0.00157149012076559,0.0379965260222724,0.0206316336815294
"X76187_sdhB",0.0305025951350328,0.0525435114646604,0.0428394692343506,0.017806057308905,0.00149629917040429
"X79719_lplA",0.00374683376042777,0.00861400580223822,0.0695497906637366,0.0347586710845943,0.0776155609772732
"X75599_guaC",0.000332991698754681,0.0262130348261427,0.118040150607075,0.0108031984030024,0.0657201807301129
"X79498_ampC",0.00860141609441856,0.00132517409159456,0.0420818053749032,0.13692856717692,0.0141218600441845
"X78774_hofM",0.0139998139463689,0.0521204169548317,0.0927341208070582,0.00450832367985288,0.00461276576730818
"X76513_bssS",0.0146494012965783,0.0482985848621087,2.4493303738031e-06,0.0702209412386247,0.000909439554199606
"X78687_rplE",0.0598501408468327,0.00725857268465082,0.0520996090507157,0.00169324251068927,0.000670308802197433
"X36552_hypothetical_protein",0.0488001569315631,0.00536734666757412,0.00413472738815646,0.0676342123345857,0.0721463502212764
"X78709_gspI",0.000226411184479406,0.103386386611542,0.02915928918188,0.0138636014085143,0.0341631745365958
"X3159_Putative_transport_p..",0.0222592166195603,0.0775234449169542,0.0213975249972602,0.00772603898733607,0.013818022388296
"X79309_pflC",0.0713932240874468,0.0053573578615023,0.0137343216735602,0.00388810543791776,1.62159345114603e-05
"X75609_aceF",0.0263956053686268,0.0552303710050498,0.0135946214475681,0.0216113559963664,0.0167500948776599
"X78028_rluD",0.000748851612258616,0.0142193357209336,0.106456423464965,0.00244046086772598,0.120891532141534
"X75520_ileS",0.0230109078576319,6.78945249354498e-05,0.0677013523168197,0.0263358300971273,0.00174699203805197
"X77689_yfaY",0.0541199742683314,9.60788820227732e-05,0.00400888966250757,0.0548414216201439,0.0389674453204335
"X77755_dedD",0.00414816501583821,0.00111445893052695,0.00689786361290486,0.0198323707582164,0.198562809825758
"X78316_fau",6.60256573909518e-05,0.116782387668437,0.00147642549853727,0.00509632164349059,0.00356508003097425
"X79125_ravA",0.0533230197815791,0.0011528266793868,0.0636241647430273,0.0107936927062644,0.0121920284749038
"X79672_yjiL",0.0143079455837851,0.0283124947301221,0.00048724340745421,0.116804581329085,0.000117793814370492
"X76232_bioF",0.0165046715274618,0.0331226099066953,0.00576750433779646,0.000589206182882499,0.0277461322573794
"X78452_ygiF",0.0590552678360103,0.00106330566070726,0.0527720933066261,0.00065050941128002,0.0188957136536802
"X78685_rpsH",0.0717904112684654,0.00408700926055693,0.0347882532768075,0.00286027058044385,0.00303572027022011
"X77575_osmF",0.0751692702236839,0.00573614841368577,0.000361769450025697,0.00692843570588832,0.040412947686921
"X77186_yniB",0.0784392898128257,0.0013079053226833,0.00127697089947112,0.0148889355167473,0.00711641933736959
"X78771_hofP",0.0138471882963293,0.0815665086348631,0.0204169256737429,0.0015639893116903,0.0437603855952911
"X76177_abrB",0.00189437771888547,0.033606508888902,0.125807550780837,0.0119671695310288,0.00795182587699868
"X77089_rsxA",0.0154041483803584,0.0827175702559353,0.0499683188540639,2.55948859115762e-07,0.0011861043086533
"X76044_cusR",0.000171635940023101,0.0528128759921326,0.000473678656380138,0.115568936194864,0.0326187029237535
"X77097_gstA",0.00558997280979772,0.0219215819944654,0.00241327153590734,0.201843020901946,0.0062956392245703
"X77205_astB",0.0616208514084122,0.0124408899973758,0.00254388180597592,0.03088677754873,0.0239219262062995
"X78549_yhbU",0.00541701415428415,0.0385826741772614,0.14043680620235,0.00245383025367272,0.000658940799799923
"X79156_wecC",0.0494634598704317,0.0160017112593616,0.0208495078737464,0.00410512031720588,0.00435268336282614
"X76066_entS",0.000310136303068775,0.0820065658432844,0.0633588145130446,0.00949827528852345,0.0168549363888683
"X75661_glnD",0.0476805492031302,0.0152143339245388,0.0252990866612941,0.0267048283214351,0.0631966311298944
"X76104_lipB",0.000290673792064461,0.00306671238313701,0.00347856018393421,0.17447637986888,0.0125089278465826
"X77052_clcB",0.00105726210283239,0.093639393518601,0.0205897384096689,0.0383586747016514,0.0246303245268583
"X75945_apt",0.0556603803895529,0.0431170424879238,0.00713070953947301,0.0150988763909494,0.00664868021802751
"X77752_ubiX",0.00163306402050323,0.0673587094663698,0.00401005606449084,0.0165322585387422,0.189653398005798
"X76064_fepG",0.0085628539618094,0.0681729722908338,0.0703657939376391,0.0230835933606669,0.00181309123338384
"X3929_Hypothetical_protein",0.00998392496270053,0.075573891549956,0.00641297955019204,0.0045938178012607,0.0451636010509698
"X76877_cybB",0.00446263411514883,0.000883773267286729,0.000176396884443002,0.00283487795353284,0.294394057685335
"X77855_cysA",0.000650540090084192,0.0451130135012658,0.147277832413657,0.00170453660458158,0.00444628459854804
"X78878_arsC",0.0131563772083368,0.00723159868833794,0.0336909370045918,0.0867061712575239,0.108955925333765
"X78623_degQ",0.0472042659487257,0.00101184166756929,0.0206614173033692,0.0898074560387536,0.000680246507997058
"X77676_nrdB",0.071422597967345,0.00473410118215045,0.00266245780822476,0.00356557229233882,0.00222832264436994
"X77325_ruvA",0.00021005072741357,0.000109973198352832,0.00741672278483281,0.0346401406556219,0.0447997862315475
"X79356_yjaA",0.0653188023092266,0.0276601018712126,0.00623351603816851,0.00288733598510541,0.00228128026811162
"X78873_rlmJ",0.0676571318890639,0.000339413473243279,0.0186128616721305,0.00567276035878673,0.0309564093006835
"X77464_yoeB",0.0249194043411392,0.00651827561194881,0.00578714419626068,0.000115585735111285,0.160762543188959
"X77981_yphC",0.0247036749316562,0.0029961618189593,0.00262064663105235,0.0223759675361319,0.18529254434591
"X79387_dgkA",0.0183394806807145,0.0017374385575329,0.00751000888054713,0.0736086607290507,0.0212189665992963
"X77612_fruB",0.000198435523364605,0.116961558667284,0.0151549237362417,0.00907458014541254,0.0151735606751869
"X77214_ynjB",0.0434437237935353,0.00144794660640079,0.0352621039014889,0.0165934715885611,0.0144834767300445
"X75524_rihC",0.017393155160871,0.0187620649046959,0.00594058895762475,0.0161004959088242,0.143998772678732
"X738_Putative_transcripti..",0.00680163324988825,0.0263548633642379,0.0186855588808084,0.192853831966156,0.00596018526880953
"X76729_topA",0.0369444764630487,0.0169483501406166,0.00087951864531961,0.000182106863171656,0.128690767506655
"X78567_folP",0.0519827299817402,0.00989516727563775,0.0332229340485085,0.0192312806594682,0.0109461431546794
"X78001_pdxJ",0.0303732871457232,0.00209925581658037,0.100939964337691,0.0332760749520016,8.18462430602391e-05
"X79530_yjfL",6.78142296792494e-05,0.0763717530808217,0.0308875948971088,0.0718760798312328,0.000516548945752014
"X77308_exoX",0.0623422424247317,0.0264466204496584,0.00899304295874857,0.00752499573661943,3.01919243978974e-05
"X76425_tusE",0.00708375712560718,0.0435510575785654,0.00392625009608424,0.00262897369594854,0.178581173271711
"X78729_yheV",0.0604374726197399,0.0242977540443864,0.000277868208880502,0.00113716382270392,0.0237646991172724
"X76689_rssA",0.0291921790512161,0.00293337065008638,0.127308184597668,0.0131874737816132,0.0118714870355852
"X76532_flgH",0.00127717790170599,0.019727332408346,0.0665188391723974,0.0394691032119261,0.00446236033957804
"X4389_Putative_aldolase",0.0132487327022667,0.0371594475631575,0.0783750054699772,0.00666486278460332,0.00524409959868085
"X77242_mipA",0.0476440653418593,0.000313442317254222,0.0379911685218709,0.0539107747872173,0.0268170907354466
"X77556_yehE",0.0713224264301304,7.83713553590837e-05,0.0014993019044147,0.000702259480300728,0.0771524307334651
"X79404_uvrA",2.58995268591672e-05,0.0133022914387304,0.0298092341868436,0.022186265109931,0.0825684048031
"X79405_ssb",0.000145637281750248,0.0155615212119623,0.00343017421333278,0.0474829106812549,0.0219109402611055
"X77538_gatA",0.0349567364003516,0.000841575983033634,0.00178252134569938,0.0604366481114611,0.0592411434189605
"X77120_ynhF",0.00608988744723176,0.0979859341568605,0.00213491571742306,0.0333846213160933,0.000346608602350864
"X79278_yiiQ",0.020244989878991,0.00380317357469604,0.0373402713387152,0.129069759687419,0.041150122727229
"X77304_yebZ",0.000238196848926347,0.00251978758994675,0.00376200629669059,0.0158751128054621,0.342510198998071
"X79271_cpxR",0.0327806462823479,0.000735028387728527,0.0175517024468314,3.0030702923827e-05,0.055179137349824
"X79510_orn",0.0070009059128949,0.040315131043251,0.0264973882510503,0.00094322768847221,0.160765564232154
"X79665_iadA",0.0555724643274938,0.0042930691499506,0.062582997569494,0.000499823611066591,0.00996121106044261
"X78487_ygjV",0.0657193314649944,0.0196229093516979,0.00381198930090435,0.0176662316808919,0.00390724842096739
"X78724_tusD",0.0455223337993327,0.00650484664125433,0.000749112254129765,0.0678682875016349,0.00270347811971018
"X78037_dgcN",0.0691086789227924,0.000667000423223184,0.00183160175001329,0.00259601939040958,0.0077343624801416
"X77065_ydgH",0.00938047285285485,0.0719669583034197,0.0194434412874699,0.00277761547391642,0.014021603331517
