"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"X75951_adk",0.0416551481328413,0.00214545719414735,0.022880066591805,0.0903431545675839,0.0387439626048975
"X75505_yaaW",0.0204031551318375,0.00648914467705516,0.000802216722810632,0.0306253030709231,0.0844416638050601
"X76661_prs",0.0728792353277557,0.00405298702917845,0.000645927384236654,0.0139576447029878,0.000648002579553278
"X77143_sufC",0.0360356205147847,0.00859711955489348,0.072580058308431,0.000216306906100807,0.0128187878311808
"X3800_PTS_system._N.acetyl..",0.0555053736848376,0.00167634088505894,0.00328378705312921,0.0619984930620906,0.0245561122546755
"X75610_lpd",6.05219513844698e-09,0.00921511454687501,0.0812757853504952,0.00497919654754395,0.000576281792881282
"X75793_betA",0.045148063942292,0.0080039723925428,0.00155422023665013,0.0574490771911461,0.0206993314300152
"X77824_ypdF",0.0149713905054911,0.0644093408692864,0.0344490348216744,0.0230167764719099,0.0376390574768802
"X76221_modC",0.0219189289038301,0.0136780353259062,0.000482526727026198,1.70357186418582e-05,0.0387995631635298
"X75933_pdeB",0.0715696955657456,0.000105590284017604,0.000520743583038174,0.027363832468692,0.000488142292088767
"X75619_hpt",0.0637776424786927,0.00142083571734568,0.0145452650512525,0.0545456019717191,0.00955702116735833
"X76098_pagP",0.0329754060746943,0.0695906867111802,0.000325019040856376,0.00562853418439748,0.00643603380982229
"X76198_ybgE",0.000252051578022277,0.08891666406399,0.000180138680053976,0.100098116365771,0.00512404711622671
"X79515_amiB",0.0420786187292571,0.0269510377208931,0.000933050307951017,0.00163952411644466,0.12616440913255
"X76902_ydcV",0.069964003192276,0.00427501967046325,0.00201567953396858,0.025446101916695,0.00426510840019977
"X76997_ydfH",0.0216316553341915,0.0716203802411558,0.00428966703428707,0.0116046224603033,0.00554639732568346
"X78950_yiaK",0.0415723475080735,0.00107775340651262,0.097468284160653,0.00339188970602163,0.00328263518440809
"X76333_ybjD",0.061347688243047,0.000157885358854636,0.000158767739525813,0.024037775963412,0.0166398351238913
"X78176_cysI",0.00182215864407238,0.0378208203658012,0.142638183463655,0.0126129089015752,0.0154051860011011
"X75655_dgt",0.0758345217266272,0.0118339038963737,0.0103300019195936,0.0052372005679416,0.00314308338126332
"X78110_alaS",0.0542030179366665,2.48671687949309e-07,0.0301407856837308,0.0452634643991117,0.0273748973486188
"X77544_yegV",0.0479612104857084,0.0333364652853244,0.0172920256510509,0.000257773050491432,0.0777473916865301
"X78721_rpsL",0.0632508597170955,0.000190524832498349,0.036023871199845,0.0156874672975669,0.0396603829779308
"X77577_dld",0.0391262809029654,0.0404293744327871,0.00956987728578815,0.0147489237955183,0.00617558298842138
"X77196_chbA",0.0610082980146997,0.00562248753018106,0.00753410111260214,0.0328796179815063,0.0165130820262038
"X76639_nhaB",0.0727192475316312,0.0132033556659205,0.000621444583877369,0.0125901142374495,0.00213132284442114
"X78982_trmL",0.0467565706176967,0.0101011778878401,0.0484049634690979,0.000613402758433727,0.00420540400186485
"X77354_motB",0.0191755974634731,0.0117851678978,0.00369481644379563,0.123036645986475,0.0640193850267503
"X77665_atoE",0.0359461851591778,0.0236700240957517,0.00306506878604755,0.112455016274548,0.00852903021780741
"X78220_ygdD",0.0243299373736098,0.0118310300281781,0.0994041326326957,0.00914727711109324,0.0648516601474018
"X77283_yobD",0.00253919161996317,0.0393431223689004,0.0240527666805498,0.00442850529883678,0.159010814883089
"X75654_mtn",0.00476518425806311,0.00730352097331927,0.169988290915393,9.68598388066743e-05,0.0210627706030921
"X78052_smpB",0.0203555626498391,0.000870330014762117,0.00440792332075488,0.0511628884622585,0.218395307251048
"X78406_yghB",0.0189293396957441,0.0521430034481205,0.0717377904448502,0.0171978380877293,0.000127477400232725
"X78460_ttdB",0.00692614536584243,0.106073644650228,0.0370702986836835,0.00209495094676568,0.0128698286646429
"X1567_Putative_conserved_p..",0.0168352653619472,0.00809945509325589,0.000796634598691606,0.00190669793877179,0.234543483114454
"X79192_yigL",0.000116100629828666,0.0128485751712554,0.00822186638914423,0.00894657186511,0.00191215109006517
"X75596_zapD",0.00783191323294064,0.0363871244710512,0.0124286619080202,0.00926432541516097,0.0234917635265658
"X76383_gloC",0.0528408132347586,0.00175881044830874,0.010758793185042,0.0789628444825967,0.0240988749760606
"X79520_hflK",0.0285377784128575,0.0322105379559541,0.0185383844734021,0.00478433159465973,0.0909331999977106
"X76286_gsiA",0.0474716726635531,0.0233639109968631,0.0321876031576318,0.00928316677624786,0.018306609079252
"X76677_ychO",0.0433093322933651,0.0429945103327352,0.022072080681452,0.000140148410704777,0.0356736210688391
"X78629_aaeB",0.00634800642224458,0.111016343078235,8.48683456701463e-05,0.0395233660234895,0.00101452029415574
"X77647_napA",0.010411008308479,0.06234799804091,0.0875405380454367,0.00437972531448542,0.000187728152532334
"X76226_ybhI",0.00701505008433191,0.102083341922434,0.0180409453775842,0.0103883872447823,0.0126888601379318
"X5537_Type.F_conjugative_t..",0.00336213145183055,0.105246369768298,0.0317345945913479,9.52601059185345e-06,0.0307017842564618
"X76382_ycbK",0.0419858444837004,0.013909981778053,0.0454947394455234,0.0540177213092097,0.00554479870188798
"X77867_ypeA",0.0136203666490363,0.0031970768754235,0.00537822566519864,0.151733054022311,0.0356937495920797
"X77156_ydiO",0.023919139104823,0.0313316967395443,0.055081654907876,0.0310653182191292,0.012491935885173
"X75501_yaaJ",0.0664797516656638,0.0266982065440252,0.00821493103324837,7.57735864199138e-05,0.00700796417505002
"X77417_yedA",0.0406390066585815,0.0366295548875241,0.000977678909860064,0.00653303484768365,0.0869899967078767
"X77590_preA",0.0638377559650375,0.00744105923766845,0.0487380324230791,2.41595891620863e-05,0.0062527926049839
"X4130_Putative_conserved_p..",0.0209957355408307,0.0486878657042692,0.000310347151841886,0.0817629440079006,0.0442551082996195
"X79549_rplI",0.0573734690068842,0.0174729909167546,0.0276009311544993,0.0356409690817166,0.00176644851794722
"X79126_kup",0.0140119857327803,0.0175207870769499,0.00275337394619885,0.0754702164865361,0.107241499128573
"X78781_yhgE",0.0436065391639164,0.00961318873120518,1.61154253016221e-05,0.107895877986967,0.0215076910750982
"X78296_recJ",0.042647838843098,0.0155935561524199,0.000670887582723111,0.0472198412103138,0.0421145688293522
"X77540_gatY",0.0609609653295627,0.000188535334131862,0.0486229474037025,0.000169841764232623,0.0244258854842673
"X75873_araJ",0.0522738252533093,0.0367754992404498,0.01131101797305,0.00306545007639874,0.00747644162427006
"X78375_glcB",0.0534477484140862,0.0143827599758607,2.350873911472e-05,0.000545437029993427,0.00465506932618953
"X77290_yobH",0.01674513426849,0.0145760786036478,0.000294106950526212,0.109560847470645,0.0190244747063183
"X78581_mlaB",0.0195208766666778,0.00211498409988157,0.0367562959984265,0.123711580769405,0.0160998264141098
"X78958_sgbE",0.0413678467996917,0.000372648777437803,0.0802557124904615,0.0469690195900554,0.00356309013629281
"X75687_nlpE",0.0357345443992898,0.000203374564535752,0.039268289553023,0.059076486739507,9.22026635039623e-05
"X78239_ptsP",0.0519920706146918,0.0021638840493766,0.00283897013480446,0.0654493564117331,0.000127008997509956
"X78241_ygdT",0.0340357347716805,0.0268232516131681,0.0267860028979327,0.00122279054690218,0.00725467316759087
"X79347_nfi",0.000159409620542876,0.00725217664387769,0.0280227762080812,0.0231114043848488,0.0254635987365896
"X76771_ycjN",0.0205336740403386,0.0418890776467271,0.0453739092642138,0.0302738649144434,0.0144853844463039
"X76988_marB",0.00293023335903985,0.115460368765504,0.00117338807279992,0.00323949245522252,0.056923635311297
"X76642_dadA",0.0377328679449482,0.0521209338395041,0.0288913091765457,0.0256622482069359,0.0019583005186056
"X75924_decR",0.0233000881325286,0.0721244631405709,0.0171167883971542,0.0228267801343771,0.00487125986562553
"X78100_ygaZ",0.00249478741618553,0.123739470837341,0.00358086722976695,0.00855419546336141,0.000252054874868996
"X78541_yraP",0.0442390056207166,0.0101141247133179,0.041819577984415,0.00363137022801439,0.0740189591474136
"X79288_menA",0.0662123802911308,0.0108789966262914,0.00385366793903728,0.0160974370206792,0.000167746364907352
"X78003_era",0.0524422236334564,0.00406458530786327,0.0379885924943496,0.0357241921238298,0.00176861224030135
"X75656_degP",0.00471313327987358,0.000557488761931198,0.00273956358578581,0.0140261411245217,0.000672230570121967
"X75532_caiB",0.00445695924256748,0.11873758227269,0.0165992740774315,0.0042355812663699,0.00233251982788509
"X79149_rhlB",0.0083133606434109,0.0163227420096806,0.0630387515512288,0.0489882066284365,0.0269582349635689
"X78976_mtlR",0.00213923686745246,0.0994824605113531,0.00291718373307157,0.0424447277445592,0.0121338163078987
"X76470_rutB",0.030584805991119,0.0055688552908759,0.0192763578988658,0.127410170159716,0.0308827644132046
"X3427_Putative_ATP.binding..",0.0268375665013487,0.0194414192346557,0.0566996060216832,0.00218653734326188,0.043997067381171
"X77428_zinT",0.00011268392899505,0.0811687142415848,0.0687277898836324,0.00516891318763362,0.00277123534145698
"X76658_pth",0.0434819615571146,0.0133759323502418,0.000125877054523756,0.0526678714806036,0.0250750323119691
"X78344_yqgD",0.0100570292208128,0.00641403024085747,0.0875024399158876,0.0629456031318568,0.000128700770466645
"X79302_yijF",0.000881288035823766,0.135989217407894,0.00729470187858404,3.86948398564775e-05,0.00593838349037947
"X76734_acnA",0.0737203213578826,0.00424637992493476,0.00228264634048174,0.0248667495151799,0.00499856879499326
"X76707_tonB",0.000204539278282818,0.0325191390922838,0.0706874335318282,0.0918416319060388,0.0132080506014568
"X76052_ybdF",0.0752003032745455,4.11822271651142e-05,0.00344476156430517,0.00164200722377785,0.0140573109399877
"X77158_ydiQ",0.0545515605489868,0.0184354091673185,0.0029540494745669,0.0322058801754194,0.0220652255316429
"X77046_ynfD",0.0664790307024579,0.000179816354699027,0.000850483443164301,0.0110539967395299,0.094723639631627
"X76735_ribA",0.0560055672892826,0.00805347465284696,0.00233996994307749,0.0224485746047198,0.031558680971786
"X78345_metK",0.00948094424901362,0.0252737259507628,0.0291463464978559,0.0209560224724614,0.0910611966593302
"X76391_ssuD",0.0172759957610061,0.0119452240277626,0.0651770372060968,0.0535640464124184,0.0116362232630734
"X76233_bioC",0.0267093760313627,0.0431968349257873,0.0105440896309335,0.00323347689986942,0.00096532526917352
"X76211_gpmA",0.0532136821160827,0.00146739758331244,0.00547692439288421,0.0709828106536252,0.000637570158980031
"X76488_ycdX",0.0422963945744521,7.4781773437463e-05,0.00906507378835695,0.000674433527703475,0.00800530692155714
"X78327_argO",0.0035242297016788,0.017197358199187,0.141890489801376,0.00127693275012702,0.0159767776750211
"X77440_cobS",0.0418511115199061,0.0243179868505275,0.00701583674368277,0.0762689204214339,0.0248985218720328
"X77164_ppsR",0.0335046948641404,0.0510797810667205,0.0368211362408943,0.00855545564707416,0.0275626501155956
"X79075_yidB",0.00655762842358187,0.0111140992506715,0.00804168971285002,0.0990825813008756,0.0185775378102657
"X79187_pldA",0.044288823707057,0.0138613380852257,0.00428635447638381,0.0544757085837506,0.000480147995599402
"X78490_exuT",0.0464470058507627,0.0560853205349659,0.00157138739889343,0.0206760051146049,0.00313059964885359
"X79282_fpr",0.0564926519115233,0.0283850332195895,0.00026736974401992,0.0335664249104756,0.00133230625967341
"X75892_ribE",0.052434071749922,0.00152902930625486,0.0357796556635763,0.00379561299801956,0.0336037355718398
"X76566_ldtC",0.0036178472997224,6.10765442491575e-05,0.0176903575456926,0.0749521954359024,0.00153334576377482
"X79611_ahr",0.0550374343144081,0.0385330090063573,0.00174899534950633,0.0017109602839958,0.0318862420406274
"X4736_Hypothetical_protein",0.00765013186132313,0.041990121007914,0.0458434612801777,0.0277712378991282,0.0703856754118536
"X77301_yebW",0.0562914334642423,0.00935927326141395,0.0335840871929858,0.0200712922112988,0.00090133326093588
"X77293_htpX",0.016451151342433,0.0159997513696957,0.00360654261000537,0.107001935609362,0.00853418121302487
"X77520_yegL",0.000378712805063852,0.0142663430231062,0.000334032247230495,0.051299944779663,0.0952040617324023
"X76105_ybeD",0.0031738238950987,0.0297759518788928,0.00794374287099543,0.0975936994593963,0.0111611687603331
"X75780_ykgO",0.00367872777976366,0.123518656762889,0.00412745849322861,0.0202467882701847,0.00306485615079494
"X76796_fnr",0.0174921049807388,0.0171475754157324,0.0168789144636582,0.00462320780933251,0.0312721969687704
"X76614_ycgX",0.026218048860849,0.0554864751022417,0.0142529137123417,0.0161151020144407,0.0380744668216742
"X77074_manA",0.018125113530264,0.0011927053221543,0.0667867549268504,0.0264217205340076,0.109814884717561
"X78558_truB",0.0366106264774582,0.0288758521201942,0.0716885279242389,1.54108851987686e-05,0.00196128376756128
"X78226_mltA",0.0758497202784698,0.0102586287369197,0.00157964740481583,0.00806562980241561,3.53273392392432e-06
"X76133_ybeY",0.069367594684566,0.0112491168629487,0.0120720310240391,0.00038090159572877,0.018939077207918
"X77908_ypfH",0.0617295360817474,0.00108084826747289,0.00193577925168283,0.00325644937459552,0.000162913493711881
"X4880_Putative_sorbose_PTS..",0.021112700097179,0.00165631405040767,0.0611476999473587,0.0268871040051474,0.009176476608156
"X77869_hemF",0.00141271298865775,0.0911089255653919,0.00139259799060535,0.0361884168522965,0.0277563355464563
"X79532_yjfC",0.0406443667678458,0.0667355243118265,4.97414222548806e-08,0.00824357512738997,0.0241618903251459
"X75676_lpxB",0.00611521195276943,0.0920938818427957,0.0061910900761181,0.0638414603670715,0.0160015715953074
"X79713_yjjI",5.55895374022523e-06,0.0302701076549096,0.134432631852554,0.0292105140572382,0.029108924090602
"X78920_yhjX",0.00350477836699808,0.103836233352113,0.0300313042682919,0.00257811355814493,0.00217656149036768
"X78286_guaD",0.0244879995896421,0.0438346435914827,0.0479704456090118,0.0043117652624593,0.015626918173196
"X79370_pgi",0.00201799899921854,0.0209800580011898,0.000732753297408268,0.0349269670975229,0.219654197981972
"X79323_btuB",0.060171938304367,0.0118478056271928,0.00601695489477236,0.00287482215708917,0.00805363837014265
"X79486_fxsA",0.00406318026950689,0.0722987433913653,0.000598715717499373,0.0804484791862822,0.00259480123217053
"X4877_PTS_system._mannose...",0.00334089908976437,0.0903541787746106,0.0375743779284897,0.00562076580410921,0.00775120385039044
"X79543_ulaE",0.00870388632206875,0.0760061616872901,0.0823456705965925,0.00497692368903082,0.00680122322737252
"X4881_D.glucitol.6.phospha..",0.0310213840241033,0.0405988369981445,0.0166202293489441,0.00426970597874973,0.00309575376038531
"X78916_dppC",0.00429197850882294,0.0179387295426753,0.0621398055606774,1.53739757555216e-05,0.0138410010420508
"X78356_yggU",0.0773220708594338,0.00422495426238047,0.00185080248555628,2.63308794726241e-05,0.00709980347333335
"X78014_srmB",0.073174114370455,0.00982675185738171,0.00434800681858679,0.00354001171834859,0.0228474890078975
"X79297_metB",0.00629981085474873,0.0408879425116338,0.0279135115648371,0.0561219257564205,0.0174596578538438
"X77874_eutB",0.0300270478284799,0.0406265124148182,0.0747582457180427,0.00106444240425601,0.0120781796026798
"X5543_Type_IV_conjugative_..",0.00555629775471214,0.0852038426611732,0.0151230290139468,0.0134039106439632,0.071544463671617
"X75529_caiE",0.00289101466861875,0.0668242739863998,0.0954081804580877,0.00654792911769084,0.000237115132138406
"X76583_phoP",0.0407116794139403,1.39905604665625e-05,0.0434263349879483,0.0501862120994828,0.000348561815261544
"X77997_yfhH",0.00656033053626769,0.0257443541675758,0.01615154469997,0.0224019053896602,0.0415730254144776
"X78360_ansB",0.000153184216591107,0.0396489234501606,0.150345724985062,0.00408839779042779,0.00336323267235138
"X78459_ttdA",0.00655758135330218,0.10748213134022,0.0221316109527379,4.71459143204762e-05,0.0189494858947533
"X75994_ylbF",0.0016174369006919,0.0859497471793889,0.0614290652573048,0.0101949099959789,0.020017833015133
"X77627_rsuA",0.000553469516393404,0.0518864554264895,0.102014426247031,0.0071992094962186,0.0388618937981566
"X76252_cecR",0.00794093838027522,0.0226842256855221,0.0769950507764907,0.0145409246311979,0.0793510683542922
"X1737_ycjV",0.0354892416942605,0.0591638166842922,0.00159527524583092,0.030878935519842,0.00409012967700613
"X75702_yafS",0.0590728237767896,0.0312243630756622,0.000222719489730919,0.000974203738339258,0.0455650931616724
"X77829_ypeC",0.0702544537971392,1.17999481305699e-05,0.0307779205155296,3.86380907590093e-07,0.00091086899826188
"X79106_pstC",0.0180529010196499,0.0246823717727152,0.00169410471724378,0.0774565109485342,0.00203284873260483
"X79085_mnmE",0.0188286049374161,0.00768922373471358,0.0326821242283891,0.0222558736738361,0.100996975742376
"X77730_lrhA",0.00708474745200542,0.113689226077666,6.13677768779806e-05,0.0225192555795976,0.000305761113034709
"X4708_Hypothetical_protein",0.0199698127372386,0.0378206491678287,0.0368279091780613,0.0104750800065882,0.0325333705536497
"X75920_fadM",0.0641745677879422,0.00861427584507544,0.00969011732842224,0.0123074380792819,0.0476362755249413
"X77964_iscU",0.00184308072173626,0.0244549011522928,0.000213700794453938,0.0541248584746208,0.175770679573151
"X2332_Hypothetical_protein",0.0209690917048126,0.0559907514640482,0.0052478865233937,0.00749092845453313,0.0626721479040847
"X76531_flgG",0.00473257822427923,0.0478980081263243,0.0729693278857981,0.0196036443804518,0.0064600027742703
"X75611_yacH",0.080385868395544,0.00659841063391906,0.0013529656011676,0.0010540398958797,0.00916799832795018
"X75698_yafD",0.0585542873439565,0.0109274046751018,0.049337303515807,0.000367580146981582,0.0121549228292093
"X77844_ligA",0.00295446104847382,0.027606640448404,0.0112630015301626,0.122594351948335,9.74399128919207e-05
"X79196_ysgA",0.0775278745415165,0.00869050874726153,0.00669088700365757,0.0033900388723843,0.00785355605427472
"X77660_rcsC",0.0278950034701662,0.0109008935094588,0.0381293712058443,8.08612197963522e-05,0.0361323169267653
"X77332_yecD",0.00726067144089451,7.03791115574412e-05,0.0259367709481302,0.0362028101744643,0.30058738816342
"X77512_dcd",0.0127946744750651,0.0185870511007331,9.17688624558336e-05,0.0349794146157524,0.0407783938088623
"X75816_prpD",0.0446692273747971,0.00649141365761963,0.00303601557027523,0.05229312232656,6.86188063946474e-05
"X4391_PTS_system._fructose..",0.043985001605817,0.0244847080373176,0.0579071505891959,0.00276916643423604,0.00802560675156962
"X79268_kdgT",0.0273395379570055,0.00914782351352219,0.00134166587773244,0.0640334540797594,0.036767793487089
"X75925_mdlA",0.0201813805731719,0.0906899613059209,0.0108988416593331,9.80583541770888e-05,0.00015953976173605
"X78248_galR",0.046630118434594,0.0179969355884668,0.0272143026479567,0.0480098839277184,0.00293399093268727
"X77600_yeiE",0.0537418406519736,0.0305352650027027,0.0106819238288358,0.000662859371134677,0.0135346955514587
"X77136_fumD",0.0518796017300365,6.10108600049193e-05,0.04350686534175,0.000252666663781644,0.00208908547343383
"X79065_yidQ",0.0368984319162435,7.28579738537046e-05,0.00290461832200587,0.128246288021215,3.65868896493485e-05
"X77111_nemR",0.0284824833198346,0.0432759701176431,0.0280005048575895,0.0160675743264322,0.00601881809263284
"X79444_phnK",0.0198583317780397,0.0306007476496468,0.00173367050202132,0.0395479358333959,0.0968228429385183
"X78116_srlE",0.0490272109360221,0.0444347410402177,0.00883291135700291,0.00732732572737698,0.00369022456662798
"X76183_ybgU",0.0557637546169121,0.0418767839759992,0.00425489582383129,0.0142218402925401,0.000457408454933803
"X78472_ebgR",0.0620710126925002,0.0143291836479149,0.00920050803931305,0.0403106746169986,6.85518481792495e-05
"X78611_nanK",0.0275933281241826,0.000464844431063461,0.0781376938152478,0.0703451924015924,0.00680051283114076
"X77542_yegT",0.0524952199112944,0.0123332847629791,0.00648426233907398,0.00934457176396757,0.0663810669223324
"X76410_fabA",0.065837510847419,0.000964812950094363,0.0077589505484285,0.000378896430936506,0.0122243109276591
"X76368_ihfB",0.0673491476436348,0.00241974694225877,0.0110968530411239,0.0174018011348026,0.0349263254548479
"X77640_ccmC",0.00354618872377027,0.107412949159588,0.0237485567727672,0.00541774582092959,0.00986387567831712
"X5309_yfcI",0.0808342137619716,0.00221513622902846,0.000982386800543378,0.000855233166329064,0.0191020543396911
"X79189_rhtC",0.0529379644417955,0.0352846144693903,0.0100428735539005,0.00545699158779353,0.00514735962343168
"X78963_aldB",0.0833081658188315,2.35194669922999e-06,0.00170517882058753,0.000567575577699341,2.64320381343813e-05
"X77769_mepA",0.0115722593707672,0.009452964792465,0.000411839218632969,0.0535518648273548,0.00179904598189562
"X78643_accC",0.053408771919675,0.00442096499239729,0.0646626607823581,0.00893921858646348,0.00788324332560261
"X77948_yfgM",0.00927386515959018,0.027642269367951,0.0359520483037646,0.0172275057106083,0.044588391839279
"X732_Hypthetical_protein",0.0107219546072028,0.069171206064736,0.0591175287716334,0.00139836931179461,0.0025504632670335
"X2947_Conserved_hypothetic..",0.000628879551516251,0.0019947775373464,0.0118502765377626,0.0136009107446391,0.00244642654632566
"X77736_yfbV",0.028593495865232,0.0255997142561312,0.0335550508806693,0.0604661839562399,0.00698298503010882
"X78599_elbB",0.023855666886038,0.027304134980705,0.117891084541555,0.000149975803643537,0.00297355783184686
"X76048_cusA",0.0139710033292348,0.105888681809845,0.00106848471124361,0.000736443619539173,0.00375415511166466
"X9744_hypothetical_protein",0.0608262728716443,0.00324638434611972,0.0126674739296995,0.0252459714757963,0.0485302529043214
"X77145_sufA",0.0379544203516321,0.00768528572908751,0.0888780014062254,0.00015604552526779,0.000120163754576335
"X77858_cysP",0.00241542574150545,0.0321453721646241,0.147285863832227,0.0115199410854849,0.00628985253892984
"X78833_livH",0.0224328707653688,0.0110430010480439,0.125006239493778,0.00355797137717261,0.0113217557621741
"X76616_bluF",0.0457101443869293,0.00542288799157344,0.0404680228178878,0.0634530204788988,0.00111106964952545
"X77806_emrK",0.00513249098824151,0.124125578581633,0.0108983927912787,0.000393714069659659,0.000645852335586883
"X79312_eptC",0.0336474552529522,0.0228299755040307,0.0468733393871701,0.0151963295224558,0.00684721583603236
"X79016_dut",0.0670808583965525,0.00854566590778117,0.00114799998116196,0.0220351799373617,0.0140263847356287
"X77529_yegP",0.0742172063084213,0.0159094161314025,0.000147746094572763,0.00797318028242116,0.0199974897392873
"X76985_marC",0.0853929340970913,0.00287743503478512,0.00324703306055004,0.00248637492853688,0.000163038084903646
"X75848_tauC",0.00508221867517018,0.0162726706062064,0.0882827195668756,1.40745693167286e-05,0.0330290693051999
"X76002_ybcJ",0.00134728677633827,0.0749492707263836,0.00745008148477712,0.0857441613567727,0.00865399527226926
"X79526_rlmB",0.0400205053824275,0.0255388755521686,0.00633476509941669,0.0159539675541134,0.0552777881264405
"X4936_Putative_transport_s..",0.0181461404327398,0.075424254434302,0.0530800619572523,0.00451077307685104,0.0174833288071523
"X79137_yifB",0.0464529103517333,0.0310827537420507,0.0139415716898298,0.0348076801505938,0.0231489271668782
"X79554_ytfE",0.000433491958083009,0.0625551460246668,0.0522695433592352,0.00684617326874055,0.0042162887625391
"X78632_aaeR",0.000704817961255859,0.00127361048333368,0.0111568987377676,0.166651655593824,0.112396200441157
"X75504_satP",0.037143602268673,0.0433723266664455,0.0291730669710275,1.17093676744713e-05,0.000206351278363902
"X78413_ftsP",0.0115808993463717,0.0249744163256149,0.0504752247965688,0.00933218752830631,0.0679808572402809
"X77679_glpQ",0.0154054199507049,0.00265832757223255,0.130042127059135,0.00290175318597455,0.0394887139233163
"X79666_yjiG",2.37184505479506e-05,0.000220199953539948,0.144537066578345,0.0717284821287426,0.0105259881156967
"X77740_yfcD",0.000465851692470348,0.05553442720453,0.0855635900134263,6.30036261726129e-05,0.00129621279952404
"X75853_iprA",0.00157954462808738,0.0881142758044854,0.0724368162133878,0.0102925474098763,0.000290015322581155
"X78614_nanA",0.0179636307293942,0.00404451576717844,0.067167480380944,0.0570912519251731,0.000774416285365538
"X76370_msbA",0.0716376132630573,0.0118952238106015,0.000968555574560787,0.0131498562257032,0.00605142593107663
"X78884_hdeA",0.0784263524785644,0.00107904583929447,3.49706022807715e-05,0.000627823314654116,0.0336451265436025
"X77151_ydiM",0.0332361161775879,0.0707453739381721,3.99010370033595e-05,0.0103327461537109,0.0169364504664465
"X77187_hxpB",0.0279401672324769,0.06673010588765,3.58753870966052e-05,0.00351994155488923,0.00173589795512057
"X77841_yfeR",0.0310449277166857,0.00720781566517719,0.00043354202147443,0.159376004114724,0.00782405549434638
"X77122_ydhB",0.0380007490741694,0.0521540687536858,0.00517078211501162,0.0447469055727187,0.00455051603673893
"X75881_acpH",0.00117892603382657,0.00227882122013829,0.146489553890598,0.0414583108088995,0.00443827363898934
"X75717_dinB",0.0615950465121778,0.00376981210459522,0.00279144240943635,0.0513211113053836,0.00716867398514415
"X77519_pphC",0.0304598465145375,0.0341665642414176,0.000336369420333215,0.0013549035704382,0.0742657297739901
"X77838_xapB",0.0106049731885507,0.0860631104783842,0.000657999465179386,0.0405451747901713,0.00254811992923435
"X76111_rsfS",0.0277491493984356,0.07195698908949,0.0301694046698841,0.0112391506890954,0.00833955212709405
"X76628_minD",0.0331675190762646,0.052633740011578,0.0318086397565384,0.0209763017179825,0.00860515941253316
"X75522_fkpB",0.00129863499008802,0.0380166535326407,0.0356798172094015,0.0896664454759063,0.0563426529424291
"X78456_folB",0.0392620904696171,0.00110022585891018,0.051473652464257,0.0398176795492424,0.00394436412097279
"X79473_yjdJ",0.0316256645076632,0.000434435829430798,7.40127397947501e-06,0.0568145831896468,0.139092391669848
"X3701_Putative_disulfide_i..",0.0389633605387808,0.00262733937551811,0.00153699516217403,0.123015193453726,0.0130036435770921
"X79071_dgoK",0.0379548791084617,0.0245471618654033,0.00157495554980172,0.0210087566098692,0.0433026992656537
"X76319_artQ",0.00916688751751506,0.01512419578834,0.0670545946673902,0.0107181995915897,0.055369723304636
"X79488_groS",0.00145957361932489,0.00136022544007446,0.107609800906666,0.0767172242623689,0.0111873825953172
"X78735_prkB",0.0710662229184617,0.00590503190954994,0.000153315447837882,0.0327549416446945,0.00865873638541035
"X77150_ydiL",0.0790078569227887,0.00363366403048928,0.00729532381271804,0.00361739396615888,0.0019762462704112
"X77382_dcyD",0.0501239282587532,0.0150143533394292,0.0155404719134949,0.00398048330545999,0.0747630796239378
"X77123_ydhC",0.0120915123596397,0.122035614235497,0.00308132066255521,0.000956653446327638,0.00195880647382904
"X76379_mukE",0.0076946540493813,0.00578301119674296,0.0554779795731293,0.0810685319907229,0.0331787095896499
"X75507_yaaI",0.0488696064995422,0.00164965770198671,0.00985046503324988,0.0123339904306425,0.152939290795589
"X77212_ydjZ",0.0527013223853026,0.00238622149637601,6.17965294757313e-06,0.031678136604962,0.00417333417793125
"X4976_Putative_conserved_p..",0.0109066385694121,0.000139666484580793,0.00209544780773661,9.39150511338466e-07,0.22992714338571
"X2371_Putative_pesticin_re..",0.000320908521691714,0.0692555451371606,0.0696626158450567,0.0265923612959309,0.0363158107731811
"X75789_ykgE",0.0427718072149493,0.0325633812534287,0.0140230656016284,0.00160624163781921,0.0093768816431134
"X77278_yoaE",0.00310021267920354,0.0187381441102173,0.000429747854140016,0.119512486045532,0.00353429313730499
"X76895_yncJ",0.0282109925171643,0.0374497637822559,0.00311043476211332,0.0171886044830988,0.016718807920882
"X77053_ynfK",0.00343932589102601,0.0561124594304552,0.0943452644137848,0.00291346968267919,0.00546688504758208
"X77741_yfcE",0.00797070680070895,0.0606531739997984,0.0362962073065631,0.0355636877833973,0.0517637476302146
"X78855_nikD",0.00422551892986758,0.0985647038525884,0.0386879815839145,0.0131523209016199,0.0108505883126652
"X735_Putative_alcohol_deh..",0.0350537683824272,0.0492597443856036,0.0076569863023224,0.00341645096654117,0.022088411186579
"X78786_yhgF",0.0356872732446973,0.000776765492115251,0.0914059176317136,0.0353564062723558,0.0167458695784829
"X79643_nanS",0.0699056103098715,0.0259503989166114,0.000573436258831509,0.000581781525389453,3.40295708279913e-09
"X77463_yeeZ",0.0646256947000081,0.00608097571008728,2.79290474584995e-05,0.0143332279865182,0.0618805424223598
