K-12,HM43_UR,HM43_UTI,HM43_LB,HM43_mouse,HM56_UTI,HM56_LB,HM56_UR,HM56_mouse,HM86_LB,HM86_UR,HM86_UTI,HM86_mouse
b1178,1451.0,393.0,2371.0,224.0,405.0,2510.0,2554.0,795.0,1899.0,1093.0,113.0,611.0
b1077,130.0,93.0,2129.0,37.0,17.0,8700.0,239.0,60.0,6752.0,245.0,63.0,65.0
b1126,1506.0,1950.0,3854.0,672.0,3674.0,9283.0,2373.0,1433.0,7661.0,3166.0,1775.0,2555.0
b2471,1182.0,168.0,1032.0,54.0,174.0,1840.0,652.0,194.0,1531.0,452.0,55.0,176.0
b0210,3739.0,63.0,197.0,55.0,122.0,320.0,6005.0,267.0,494.0,4117.0,69.0,293.0
b0042,75.0,21.0,143.0,118.0,71.0,206.0,162.0,283.0,178.0,148.0,12.0,585.0
b0763,6202.0,1084.0,11127.0,760.0,1347.0,16014.0,9690.0,954.0,9339.0,11832.0,657.0,1676.0
b0678,7750.0,10616.0,11143.0,1454.0,7105.0,16405.0,60810.0,8238.0,14395.0,18677.0,2145.0,3336.0
b0588,3405.0,1372.0,1751.0,260.0,1129.0,848.0,5048.0,730.0,895.0,9438.0,614.0,1006.0
b3073,23931.0,27.0,3658.0,77.0,57.0,515.0,64274.0,224.0,623.0,35690.0,50.0,278.0
b1114,4328.0,1779.0,10435.0,500.0,2142.0,16317.0,12516.0,1460.0,17235.0,19183.0,1129.0,3054.0
b0431,24117.0,12587.0,129560.0,1727.0,12335.0,248834.0,139010.0,13181.0,223459.0,157570.0,7144.0,11963.0
b1312,55.0,9.0,85.0,5.0,1.0,121.0,160.0,18.0,76.0,236.0,6.0,56.0
b1634,1037.0,3917.0,8560.0,2109.0,6504.0,12469.0,2961.0,2775.0,10738.0,3178.0,2306.0,3998.0
b0237,16680.0,4172.0,50289.0,1354.0,10744.0,101299.0,90124.0,3883.0,60424.0,49697.0,2531.0,8829.0
b1880,173.0,42.0,274.0,25.0,5.0,388.0,122.0,26.0,124.0,54.0,17.0,23.0
b4139,6867.0,1421.0,161080.0,4395.0,1266.0,71983.0,10204.0,13739.0,113718.0,15675.0,679.0,47015.0
b2495,4625.0,768.0,6190.0,252.0,1054.0,10553.0,15307.0,1803.0,4585.0,10797.0,343.0,1032.0
b3221,1886.0,126.0,1462.0,115.0,136.0,4797.0,12755.0,3262.0,3843.0,3118.0,75.0,652.0
b3932,3677.0,1939.0,17398.0,564.0,2209.0,25297.0,10186.0,2620.0,19463.0,8260.0,861.0,3553.0
b0522,271.0,124.0,955.0,184.0,356.0,1114.0,1578.0,347.0,612.0,2513.0,200.0,510.0
b1129,9917.0,1065.0,6236.0,684.0,1659.0,8218.0,12789.0,1561.0,8844.0,15449.0,835.0,1537.0
b2587,27252.0,292.0,2949.0,155.0,241.0,4640.0,10643.0,434.0,1675.0,12012.0,81.0,369.0
b0408,9052.0,4754.0,19811.0,2017.0,11635.0,34587.0,13243.0,4082.0,26177.0,19235.0,4774.0,7847.0
b4196,152.0,14.0,326.0,300.0,26.0,316.0,347.0,450.0,202.0,220.0,8.0,1852.0
b3507,4154.0,50.0,3951.0,89.0,22.0,181.0,22940.0,185.0,35.0,4208.0,13.0,57.0
b0098,9160.0,7022.0,21855.0,2119.0,9803.0,33193.0,22137.0,3686.0,29403.0,38746.0,3748.0,7847.0
b0293,2199.0,328.0,1122.0,2904.0,3110.0,4705.0,14107.0,5107.0,1111.0,1060.0,27.0,424.0
b3543,1211.0,192.0,1175.0,118.0,157.0,743.0,1957.0,289.0,213.0,2438.0,269.0,134.0
b1167,10201.0,59.0,11628.0,84.0,13.0,545.0,2153.0,85.0,303.0,843.0,5.0,116.0
b3724,2074.0,533.0,5430.0,162.0,328.0,6196.0,3384.0,583.0,3847.0,1906.0,365.0,844.0
b2532,1596.0,1028.0,3156.0,634.0,2404.0,3516.0,2106.0,781.0,4842.0,5870.0,1077.0,1731.0
b2673,1928.0,641.0,129.0,121.0,226.0,414.0,7558.0,644.0,213.0,5561.0,403.0,417.0
b3548,5184.0,68.0,5149.0,58.0,83.0,1775.0,11557.0,447.0,645.0,3465.0,31.0,171.0
b1917,2167.0,118.0,2384.0,78.0,235.0,2748.0,3254.0,338.0,1539.0,1998.0,87.0,250.0
b0779,17237.0,1454.0,19609.0,1678.0,2949.0,14356.0,35032.0,4466.0,11521.0,21287.0,1375.0,4965.0
b4070,312.0,52.0,298.0,388.0,41.0,1521.0,413.0,1095.0,1580.0,1117.0,35.0,3385.0
b0893,28390.0,13069.0,42578.0,2721.0,19789.0,171474.0,78317.0,15264.0,137999.0,87376.0,6807.0,16784.0
b0658,16729.0,3349.0,19005.0,1178.0,3568.0,33668.0,36645.0,5487.0,24733.0,28323.0,1830.0,5424.0
b1284,3362.0,1198.0,1271.0,176.0,1014.0,1627.0,3458.0,982.0,1178.0,3721.0,513.0,730.0
b3564,10447.0,142.0,2883.0,159.0,81.0,916.0,53047.0,226.0,581.0,85352.0,145.0,290.0
b3189,3135.0,3218.0,15666.0,584.0,4667.0,23786.0,6631.0,1849.0,19626.0,10459.0,2242.0,3129.0
b1873,99.0,11.0,47.0,58.0,9.0,48.0,88.0,20.0,25.0,138.0,2.0,57.0
b3097,155782.0,1424.0,184791.0,2059.0,2029.0,54945.0,274182.0,9927.0,30901.0,142738.0,684.0,4699.0
b4267,10584.0,1428.0,1025.0,161.0,110.0,2712.0,5679.0,3980.0,1160.0,26961.0,50.0,492.0
b0433,405.0,559.0,1483.0,133.0,1008.0,2831.0,828.0,209.0,1720.0,1252.0,505.0,453.0
b1054,1035.0,484.0,2242.0,319.0,1135.0,2906.0,1728.0,752.0,3048.0,1617.0,491.0,899.0
b2388,6219.0,439.0,5887.0,524.0,304.0,8743.0,6166.0,271.0,4760.0,5261.0,177.0,1134.0
b0040,33.0,13.0,58.0,133.0,14.0,53.0,33.0,362.0,31.0,56.0,5.0,607.0
b0128,4860.0,263.0,2530.0,300.0,695.0,2168.0,4357.0,635.0,1383.0,2968.0,169.0,674.0
b2893,4168.0,748.0,6432.0,503.0,1484.0,8115.0,8182.0,1122.0,5550.0,7513.0,508.0,1415.0
b1918,1367.0,110.0,1410.0,89.0,311.0,2372.0,3567.0,307.0,1694.0,1882.0,122.0,172.0
b3704,339.0,1227.0,1867.0,712.0,4029.0,2612.0,938.0,1176.0,3081.0,2340.0,1363.0,1748.0
b3343,3615.0,963.0,3572.0,225.0,1259.0,4870.0,3937.0,855.0,2875.0,2401.0,351.0,1135.0
b3263,188.0,53.0,744.0,45.0,11.0,44.0,38.0,39.0,85.0,75.0,21.0,92.0
b4240,133.0,25.0,1500.0,71.0,33.0,155202.0,496.0,279.0,144544.0,520.0,27.0,212.0
b2281,8597.0,607.0,20544.0,475.0,718.0,7667.0,5326.0,806.0,6830.0,4871.0,282.0,1587.0
b2511,6068.0,5173.0,20190.0,1200.0,11663.0,33760.0,22767.0,1617.0,36943.0,25297.0,4921.0,5739.0
b1685,1751.0,624.0,405.0,514.0,507.0,184.0,4824.0,1087.0,302.0,3511.0,353.0,356.0
b0034,416.0,61.0,1879.0,100.0,71.0,1671.0,376.0,1296.0,1155.0,368.0,73.0,1626.0
b1018,34129.0,10425.0,83684.0,1543.0,4215.0,98122.0,249286.0,14679.0,61419.0,264567.0,6443.0,8962.0
b0399,1137.0,253.0,2227.0,142.0,290.0,1593.0,1889.0,419.0,949.0,928.0,151.0,467.0
b2103,67.0,27.0,139.0,50.0,69.0,79.0,99.0,44.0,116.0,97.0,17.0,78.0
b2438,259.0,38.0,571.0,57.0,15.0,202.0,575.0,149.0,114.0,282.0,11.0,315.0
b1067,5352.0,609.0,4782.0,241.0,609.0,5528.0,7808.0,763.0,4449.0,4965.0,303.0,948.0
b1524,863.0,263.0,1457.0,153.0,358.0,1708.0,1327.0,367.0,1423.0,1131.0,200.0,318.0
b0388,1018.0,388.0,1391.0,379.0,2545.0,4143.0,20576.0,2437.0,3190.0,17331.0,402.0,1342.0
b4200,2708.0,8258.0,28537.0,2813.0,21771.0,116786.0,10878.0,13569.0,74042.0,12426.0,7799.0,12999.0
b2286,16600.0,3983.0,61418.0,1970.0,7414.0,129739.0,55067.0,5190.0,99901.0,54564.0,4121.0,5682.0
b4268,4046.0,63.0,763.0,89.0,25.0,780.0,1448.0,750.0,516.0,6284.0,13.0,358.0
b3384,4734.0,2106.0,17313.0,609.0,3362.0,22724.0,11823.0,2224.0,18146.0,14056.0,1720.0,2236.0
b0485,12162.0,16.0,23525.0,116.0,31.0,766.0,64524.0,273.0,225.0,8834.0,11.0,67.0
b2765,110.0,296.0,2083.0,57.0,713.0,842.0,175.0,136.0,998.0,263.0,306.0,275.0
b1786,2353.0,664.0,875.0,356.0,715.0,3907.0,4647.0,1593.0,1989.0,4661.0,595.0,653.0
b0851,1864.0,439.0,3655.0,324.0,1625.0,4434.0,3412.0,1244.0,3411.0,2847.0,438.0,922.0
b0155,5570.0,446.0,5614.0,361.0,645.0,5413.0,12810.0,1182.0,4713.0,8174.0,307.0,1057.0
b4062,682.0,316.0,367.0,366.0,97.0,876.0,960.0,896.0,780.0,1484.0,37.0,971.0
b2496,3643.0,1026.0,7921.0,915.0,2601.0,7136.0,6018.0,1923.0,5908.0,6765.0,1164.0,2436.0
b3832,3572.0,768.0,5875.0,562.0,1030.0,5651.0,4458.0,770.0,5769.0,7329.0,412.0,2437.0
b2364,3241.0,418.0,4507.0,162.0,129.0,697.0,986.0,218.0,1097.0,791.0,70.0,376.0
b2068,1075.0,54.0,1109.0,44.0,138.0,1119.0,2498.0,146.0,564.0,1296.0,32.0,187.0
b4049,194.0,197.0,434.0,154.0,2015.0,2460.0,1177.0,1014.0,3949.0,4360.0,1062.0,1209.0
b3885,7043.0,483.0,12023.0,259.0,505.0,4676.0,7121.0,987.0,2873.0,4568.0,135.0,661.0
b3410,84.0,13.0,65.0,38.0,23.0,113.0,60.0,65.0,67.0,51.0,1.0,95.0
b1197,8395.0,48.0,8043.0,92.0,72.0,2118.0,13487.0,613.0,1046.0,4302.0,39.0,179.0
b1534,942.0,79.0,724.0,77.0,59.0,728.0,1756.0,250.0,457.0,1707.0,37.0,79.0
b2881,913.0,132.0,736.0,430.0,172.0,1061.0,1840.0,1553.0,1090.0,1782.0,104.0,9992.0
b2533,920.0,5870.0,9548.0,816.0,12998.0,7744.0,1228.0,2788.0,8552.0,1955.0,7740.0,3653.0
b2907,1352.0,109.0,2652.0,322.0,817.0,3143.0,2868.0,417.0,2835.0,2421.0,217.0,981.0
b3984,18428.0,41198.0,161857.0,17803.0,68613.0,331032.0,21132.0,29470.0,189002.0,23337.0,19301.0,34722.0
b0994,702.0,108.0,403.0,108.0,193.0,436.0,968.0,445.0,314.0,1129.0,57.0,585.0
b4226,7751.0,2598.0,36566.0,938.0,16144.0,133381.0,54830.0,19680.0,147974.0,55908.0,7937.0,13424.0
b4060,62.0,75.0,39.0,197.0,61.0,32.0,23.0,129.0,25.0,55.0,55.0,138.0
b3638,2166.0,511.0,3913.0,332.0,972.0,9721.0,2823.0,939.0,6719.0,3753.0,458.0,1654.0
b1832,14398.0,1372.0,15533.0,331.0,1384.0,8243.0,17792.0,1023.0,15035.0,39722.0,1213.0,2577.0
b3609,9068.0,2320.0,18678.0,700.0,4961.0,36599.0,28097.0,3749.0,24853.0,25202.0,1671.0,4389.0
b4166,1867.0,373.0,1813.0,311.0,1452.0,2350.0,5310.0,738.0,2162.0,3889.0,387.0,730.0
b2104,186.0,69.0,242.0,85.0,172.0,176.0,137.0,144.0,287.0,308.0,62.0,257.0
b4353,370.0,152.0,343.0,48.0,98.0,1071.0,2215.0,552.0,839.0,1944.0,287.0,565.0
b1073,52.0,189.0,1370.0,34.0,13.0,15419.0,32.0,59.0,6090.0,52.0,64.0,92.0
b3741,3807.0,4249.0,14135.0,2623.0,13404.0,39203.0,10053.0,6761.0,42763.0,17408.0,6367.0,8701.0
b1128,4499.0,792.0,15569.0,349.0,1557.0,15186.0,11808.0,1348.0,11742.0,13848.0,881.0,1895.0
b1116,1544.0,694.0,2395.0,235.0,1169.0,3021.0,2729.0,429.0,2089.0,2241.0,350.0,446.0
b1268,600.0,116.0,535.0,131.0,478.0,1300.0,2895.0,567.0,1056.0,2102.0,155.0,500.0
b1214,4274.0,452.0,4686.0,625.0,899.0,5049.0,4670.0,1169.0,3922.0,4909.0,367.0,1066.0
b2522,6437.0,1206.0,28585.0,505.0,1850.0,21826.0,12165.0,1138.0,12132.0,18202.0,474.0,1956.0
b0867,4705.0,253.0,3516.0,152.0,435.0,2265.0,6629.0,559.0,1036.0,2331.0,153.0,368.0
b0355,489.0,141.0,1809.0,308.0,556.0,1430.0,712.0,615.0,1865.0,629.0,111.0,765.0
b4553,906.0,57.0,670.0,10.0,43.0,386.0,1086.0,101.0,138.0,251.0,8.0,85.0
b3893,12349.0,1082.0,7898.0,1175.0,1872.0,24078.0,11274.0,5669.0,24287.0,20110.0,1052.0,6625.0
b1683,24762.0,4556.0,7610.0,887.0,673.0,3622.0,32968.0,1832.0,1843.0,36870.0,1003.0,1643.0
b3041,1835.0,1185.0,34212.0,783.0,2225.0,7735.0,7399.0,1294.0,3894.0,4483.0,666.0,1903.0
b0848,324.0,46.0,247.0,156.0,128.0,338.0,757.0,453.0,183.0,282.0,20.0,375.0
b4210,451.0,14.0,585.0,16.0,17.0,413.0,516.0,19.0,183.0,277.0,27.0,30.0
b1434,403.0,91.0,431.0,77.0,119.0,428.0,595.0,316.0,436.0,522.0,65.0,149.0
b3186,29646.0,19672.0,114966.0,7450.0,48005.0,375196.0,63276.0,37438.0,357771.0,96953.0,23370.0,53615.0
b1444,10755.0,60.0,18918.0,139.0,43.0,788.0,11407.0,187.0,507.0,3523.0,22.0,202.0
b1037,673.0,31.0,571.0,36.0,31.0,809.0,991.0,96.0,15999.0,27181.0,1580.0,3727.0
b1783,116665.0,332.0,45557.0,594.0,246.0,6689.0,163612.0,2854.0,1530.0,21864.0,54.0,516.0
b2140,413.0,383.0,1107.0,157.0,1081.0,2435.0,579.0,313.0,1735.0,761.0,692.0,514.0
b1233,2353.0,808.0,2611.0,149.0,1975.0,3169.0,4800.0,800.0,1745.0,3443.0,745.0,415.0
b3294,4154.0,3135.0,26731.0,2031.0,8616.0,38231.0,4718.0,2789.0,34674.0,6728.0,2919.0,8085.0
b1292,413.0,58.0,708.0,60.0,264.0,820.0,643.0,135.0,1257.0,1037.0,142.0,330.0
b2610,7890.0,2947.0,19480.0,1314.0,6909.0,31770.0,17548.0,2688.0,27551.0,19829.0,2732.0,4968.0
b3377,269.0,28.0,415.0,29.0,73.0,504.0,456.0,121.0,215.0,303.0,19.0,82.0
b2407,120.0,17.0,128.0,36.0,14.0,134.0,146.0,36.0,72.0,121.0,14.0,59.0
b2241,38.0,25.0,40.0,283.0,49.0,1210.0,46.0,934.0,997.0,66.0,9.0,2622.0
b2822,4832.0,842.0,4203.0,413.0,1941.0,11741.0,11477.0,1972.0,8028.0,9904.0,768.0,2198.0
b2464,16502.0,100.0,14893.0,181.0,86.0,4224.0,45849.0,909.0,1326.0,11858.0,24.0,268.0
b0223,1066.0,170.0,1036.0,80.0,309.0,2555.0,2744.0,390.0,2512.0,3368.0,195.0,562.0
b4126,17336.0,103.0,12577.0,110.0,145.0,3335.0,30147.0,244.0,1540.0,8239.0,39.0,268.0
b2665,24244.0,152.0,27660.0,439.0,152.0,3124.0,34289.0,1185.0,1345.0,6322.0,48.0,570.0
b2840,5772.0,198.0,1651.0,190.0,134.0,1709.0,8915.0,793.0,2148.0,5619.0,116.0,704.0
b0221,6791.0,147.0,5432.0,325.0,53.0,1547.0,8209.0,516.0,1665.0,7682.0,37.0,1092.0
b3283,6947.0,998.0,4050.0,430.0,3453.0,6754.0,14342.0,2031.0,3912.0,9263.0,1088.0,1453.0
b4517,951.0,199.0,560.0,110.0,422.0,1129.0,760.0,523.0,615.0,631.0,152.0,241.0
b3249,2941.0,1294.0,3745.0,362.0,2345.0,5858.0,4997.0,1011.0,4299.0,5229.0,684.0,1249.0
b2963,1026.0,686.0,2113.0,130.0,337.0,1392.0,720.0,131.0,2213.0,2314.0,659.0,454.0
b3416,3701.0,1630.0,10178.0,484.0,310.0,4404.0,9858.0,1813.0,4102.0,3858.0,68.0,2039.0
b2264,2506.0,855.0,3195.0,484.0,1892.0,5330.0,5228.0,1138.0,4104.0,7000.0,787.0,1155.0
b3378,65.0,6.0,80.0,6.0,2.0,71.0,81.0,7.0,57.0,90.0,2.0,19.0
b2453,70.0,0.0,140.0,120.0,6.0,115.0,165.0,159.0,62.0,122.0,4.0,495.0
b1205,2145.0,122.0,1345.0,76.0,27.0,1357.0,3457.0,493.0,1298.0,3079.0,14.0,942.0
b2331,1342.0,262.0,1586.0,126.0,376.0,1179.0,1512.0,231.0,425.0,847.0,180.0,220.0
b2214,455.0,341.0,929.0,288.0,532.0,1303.0,583.0,364.0,1206.0,1040.0,198.0,476.0
b0924,11063.0,3503.0,24427.0,2078.0,10986.0,81965.0,35803.0,7633.0,62808.0,46296.0,3842.0,12432.0
b3202,50864.0,4216.0,48945.0,2873.0,7537.0,49750.0,113242.0,11761.0,45029.0,80543.0,2926.0,13784.0
b0922,2820.0,1083.0,4932.0,539.0,2674.0,8955.0,5373.0,1331.0,7124.0,7170.0,1067.0,1698.0
b4604,109.0,4.0,67.0,3.0,1.0,59.0,372.0,43.0,51.0,113.0,3.0,21.0
b3732,16537.0,8922.0,145245.0,5996.0,21592.0,225140.0,37452.0,19307.0,205281.0,60374.0,8231.0,29621.0
b1293,568.0,124.0,848.0,59.0,278.0,912.0,813.0,182.0,1137.0,831.0,135.0,199.0
b2615,3998.0,262.0,3694.0,178.0,436.0,2800.0,6285.0,575.0,2088.0,4636.0,285.0,604.0
b4455,98.0,19.0,100.0,24.0,9.0,6.0,5.0,1.0,2.0,5.0,1.0,5.0
b0847,1375.0,316.0,1486.0,662.0,862.0,2546.0,2004.0,607.0,1105.0,1392.0,279.0,846.0
b3172,5338.0,1912.0,11461.0,601.0,1900.0,6437.0,16472.0,18326.0,4800.0,28650.0,2309.0,2654.0
b0898,399.0,302.0,4117.0,110.0,110.0,2520.0,810.0,197.0,1676.0,1032.0,305.0,267.0
b2015,1969.0,175.0,729.0,180.0,188.0,644.0,2020.0,367.0,374.0,793.0,81.0,265.0
b0329,35289.0,151.0,26213.0,185.0,75.0,3434.0,21625.0,768.0,1010.0,9601.0,18.0,265.0
b1794,9887.0,1450.0,7387.0,539.0,2414.0,11347.0,23775.0,4139.0,7692.0,19338.0,1133.0,2369.0
b2386,72.0,9.0,81.0,33.0,8.0,23.0,92.0,17.0,4.0,23.0,3.0,20.0
b3674,285.0,39.0,400.0,22.0,32.0,743.0,621.0,98.0,483.0,961.0,26.0,191.0
b0382,10215.0,165.0,13058.0,175.0,171.0,22946.0,26330.0,1670.0,12630.0,15046.0,75.0,629.0
b0968,2788.0,50.0,2941.0,78.0,40.0,994.0,4800.0,266.0,879.0,2188.0,33.0,294.0
b2575,528.0,273.0,2084.0,227.0,502.0,2290.0,1383.0,545.0,1954.0,2013.0,327.0,545.0
b1074,28.0,82.0,797.0,25.0,15.0,5530.0,35.0,32.0,4464.0,42.0,35.0,53.0
b1342,4846.0,195.0,2464.0,118.0,600.0,8443.0,27745.0,1493.0,5598.0,12878.0,292.0,1200.0
b1598,4059.0,142.0,2462.0,108.0,136.0,2579.0,4910.0,421.0,1673.0,2789.0,84.0,314.0
b1905,8025.0,2781.0,27275.0,1609.0,6868.0,86778.0,32102.0,17026.0,106015.0,17787.0,4655.0,6455.0
b3634,882.0,174.0,2685.0,102.0,484.0,3506.0,1673.0,295.0,1663.0,934.0,182.0,299.0
b1857,4322.0,714.0,2680.0,704.0,1131.0,7254.0,10188.0,2795.0,6043.0,7813.0,320.0,4993.0
b3080,523.0,254.0,508.0,52.0,161.0,459.0,1072.0,196.0,279.0,605.0,40.0,136.0
b1847,9043.0,90.0,19195.0,312.0,166.0,1771.0,3566.0,233.0,699.0,3185.0,65.0,375.0
b3650,6266.0,4465.0,10610.0,1554.0,10361.0,32853.0,23432.0,3725.0,23146.0,19374.0,4056.0,4608.0
b0512,399.0,32.0,1798.0,999.0,36.0,542.0,453.0,3359.0,312.0,481.0,11.0,13003.0
b1758,463.0,32.0,505.0,44.0,69.0,239.0,323.0,67.0,203.0,403.0,60.0,98.0
b3264,10.0,8.0,22.0,5.0,15.0,12.0,18.0,22.0,6.0,13.0,1.0,27.0
b3886,3450.0,132.0,6461.0,143.0,167.0,4155.0,6289.0,416.0,1613.0,3392.0,69.0,350.0
b3409,3821.0,1513.0,6097.0,2979.0,2642.0,15338.0,10094.0,8587.0,6424.0,4910.0,570.0,8865.0
b1210,5063.0,1867.0,5047.0,1366.0,4339.0,7205.0,12450.0,2986.0,6207.0,11070.0,1824.0,3040.0
b2517,1433.0,2161.0,5512.0,490.0,4511.0,9449.0,3940.0,1454.0,10362.0,4311.0,2262.0,1390.0
b2456,22.0,0.0,54.0,29.0,2.0,22.0,24.0,102.0,14.0,29.0,0.0,184.0
b0317,101.0,6.0,153.0,20.0,6.0,61.0,63.0,33.0,41.0,44.0,4.0,86.0
b1769,155.0,39.0,183.0,452.0,54.0,173.0,117.0,385.0,52.0,49.0,9.0,301.0
b1875,1618.0,324.0,1529.0,71.0,474.0,2327.0,2362.0,364.0,2055.0,2028.0,306.0,430.0
b4391,9130.0,2726.0,38660.0,1018.0,5418.0,47441.0,17194.0,3650.0,56158.0,25176.0,2893.0,6233.0
b1929,737.0,358.0,23705.0,402.0,1292.0,77394.0,4806.0,2004.0,66982.0,2581.0,258.0,1556.0
b1761,8593.0,1328.0,3955.0,586.0,700.0,6226.0,20376.0,4589.0,3491.0,32168.0,744.0,1236.0
b3347,44586.0,13993.0,122150.0,3639.0,24605.0,242388.0,170571.0,30844.0,261758.0,253107.0,9786.0,24946.0
b4063,992.0,81.0,1048.0,93.0,88.0,752.0,1230.0,144.0,659.0,1149.0,52.0,258.0
b0047,3226.0,351.0,8909.0,138.0,286.0,5250.0,6564.0,292.0,2766.0,5931.0,136.0,640.0
b1584,4300.0,1190.0,8629.0,407.0,1803.0,19080.0,12755.0,3971.0,24268.0,17769.0,1086.0,3073.0
b1125,379.0,348.0,1178.0,193.0,809.0,2190.0,349.0,260.0,1908.0,536.0,331.0,674.0
b0677,13290.0,4518.0,11856.0,1941.0,3859.0,18213.0,47661.0,7033.0,13343.0,22618.0,1232.0,4893.0
b0838,6515.0,591.0,4968.0,113.0,380.0,5590.0,14215.0,707.0,5188.0,9210.0,324.0,681.0
b2983,115.0,23.0,219.0,46.0,20.0,107.0,122.0,41.0,136.0,184.0,12.0,91.0
b1344,946.0,1018.0,3508.0,415.0,3029.0,13563.0,3501.0,1755.0,9947.0,3818.0,1095.0,1574.0
b0884,4111.0,8059.0,27109.0,1072.0,17741.0,32490.0,8689.0,5882.0,36563.0,14369.0,9922.0,9050.0
b2419,143.0,36.0,140.0,24.0,23.0,72.0,435.0,79.0,20.0,124.0,4.0,30.0
b1656,1218.0,440.0,68935.0,1155.0,3298.0,43485.0,637.0,4450.0,46755.0,798.0,2284.0,4115.0
b0432,39313.0,18473.0,199622.0,2280.0,14287.0,234781.0,163125.0,14917.0,215241.0,163960.0,9330.0,11508.0
b1926,975.0,58.0,2855.0,13.0,4.0,1512.0,631.0,13.0,257.0,115.0,21.0,8.0
b0517,65.0,12.0,140.0,258.0,7.0,114.0,78.0,124.0,93.0,162.0,3.0,2031.0
b1090,3419.0,1790.0,7358.0,1265.0,5403.0,10787.0,6679.0,2212.0,11903.0,10512.0,1977.0,3038.0
b3353,1250.0,487.0,2856.0,200.0,1187.0,4391.0,2368.0,425.0,2972.0,2262.0,487.0,717.0
b0632,4527.0,2529.0,12863.0,501.0,4555.0,19768.0,6947.0,1884.0,19056.0,8100.0,2092.0,2682.0
b1237,290804.0,34842.0,295558.0,9894.0,41634.0,665408.0,984833.0,84883.0,764802.0,808890.0,23479.0,84967.0
b0187,990.0,48.0,882.0,34.0,64.0,530.0,1406.0,121.0,485.0,1182.0,27.0,103.0
b3657,2265.0,84.0,298.0,71.0,161.0,939.0,12080.0,324.0,484.0,18692.0,87.0,664.0
b3573,122.0,22.0,298.0,47.0,29.0,453.0,198.0,157.0,788.0,303.0,26.0,248.0
b3344,795.0,176.0,1217.0,87.0,270.0,937.0,1381.0,244.0,571.0,1323.0,97.0,246.0
b3866,11417.0,1847.0,37237.0,747.0,2692.0,34877.0,24131.0,3221.0,35397.0,11384.0,1970.0,3559.0
b4671,1739.0,92.0,56.0,85.0,23.0,229.0,16887.0,3551.0,89.0,17311.0,5.0,269.0
b0472,1334.0,224.0,4716.0,427.0,708.0,4517.0,2351.0,306.0,3762.0,2525.0,288.0,1096.0
b4239,249.0,62.0,1417.0,87.0,124.0,141252.0,760.0,460.0,144995.0,967.0,54.0,382.0
b2282,5250.0,965.0,17953.0,446.0,1623.0,17039.0,9401.0,1328.0,14189.0,8615.0,580.0,2104.0
b0292,558.0,88.0,318.0,1018.0,895.0,709.0,2981.0,1035.0,142.0,202.0,8.0,312.0
b2580,1529.0,232.0,2084.0,165.0,407.0,4108.0,2922.0,692.0,3121.0,2278.0,194.0,773.0
b3146,1622.0,510.0,2688.0,156.0,1020.0,5243.0,3483.0,631.0,4321.0,4022.0,513.0,684.0
b0129,944.0,120.0,1129.0,63.0,283.0,1845.0,1574.0,209.0,975.0,1875.0,66.0,428.0
b3662,531.0,202.0,316.0,105.0,566.0,862.0,714.0,189.0,1151.0,925.0,242.0,321.0
b3302,3965.0,7197.0,23276.0,2614.0,15079.0,42636.0,5601.0,3652.0,37192.0,7857.0,5152.0,8737.0
b2069,265.0,416.0,382.0,153.0,4638.0,1804.0,845.0,655.0,1599.0,735.0,1592.0,862.0
b2679,5356.0,498.0,219.0,4732.0,7424.0,435.0,3293.0,4990.0,243.0,2461.0,87.0,6172.0
b1105,6996.0,470.0,7686.0,310.0,901.0,8100.0,10572.0,1302.0,5306.0,7218.0,308.0,1092.0
b3035,14006.0,2408.0,29141.0,845.0,7026.0,42122.0,36861.0,3666.0,25869.0,20728.0,2049.0,3787.0
b4071,30.0,1.0,50.0,51.0,11.0,52.0,51.0,208.0,86.0,118.0,0.0,338.0
b0616,12.0,55.0,25.0,597.0,58.0,40.0,57.0,2126.0,10.0,94.0,7.0,945.0
b3207,8045.0,1026.0,1873.0,1103.0,1475.0,2361.0,26999.0,2532.0,2034.0,20006.0,390.0,2274.0
b1082,3916.0,412.0,19959.0,95.0,97.0,21071.0,3511.0,184.0,2638.0,404.0,59.0,93.0
b0050,1793.0,253.0,1986.0,108.0,461.0,1890.0,4349.0,356.0,1130.0,2812.0,159.0,267.0
b2168,3482.0,1034.0,2698.0,1362.0,1055.0,367.0,5868.0,2104.0,345.0,2311.0,1590.0,2508.0
b2507,5450.0,5691.0,41013.0,2265.0,13010.0,72833.0,19720.0,5634.0,63068.0,27360.0,5404.0,10002.0
b1431,6015.0,356.0,18183.0,111.0,256.0,8130.0,5514.0,427.0,4832.0,4716.0,202.0,373.0
b1134,1060.0,100.0,917.0,60.0,301.0,1066.0,1095.0,183.0,997.0,1807.0,140.0,236.0
b2276,6632.0,721.0,28946.0,703.0,1621.0,27943.0,9644.0,2117.0,26744.0,13913.0,1017.0,4472.0
b1119,3895.0,561.0,5662.0,333.0,1017.0,11560.0,13823.0,911.0,9453.0,13236.0,443.0,1329.0
b2869,8238.0,378.0,11007.0,465.0,168.0,4688.0,5423.0,1714.0,3194.0,5029.0,41.0,4102.0
b2463,17343.0,1220.0,40853.0,722.0,301.0,12987.0,13635.0,1470.0,22472.0,33268.0,414.0,3750.0
