,predict,resid,K-12,Gene Name
PROKKA_00171,4.762829117848861,0.16021097636818027,b1291,sapD
PROKKA_00172,4.508234740546102,0.2515923761126384,b1290,sapF
PROKKA_00180,5.862348720347724,2.300657959996048,b1288,fabI
PROKKA_00181,2.9600623003510127,2.189443776744222,b1287,yciW
PROKKA_00182,3.860922049509629,4.117212429697151,b1286,rnb
PROKKA_00183,7.689442389153239,-3.6670690688764163,b1285,pdeR
PROKKA_00184,8.543829080609418,1.3658387199340645,b4596,yciZ
PROKKA_00185,5.8859079491649435,1.5309978734493948,b1284,yciT
PROKKA_00186,9.709451715789271,-1.9360475490384417,b1283,osmB
PROKKA_00187,4.300014644156926,3.3814721509958483,b1282,yciH
PROKKA_00188,3.6249365299213827,2.958334088211753,b1281,pyrF
PROKKA_00189,5.592881765800366,0.16609031419939413,b1280,lapB
PROKKA_00190,6.9617834285980535,0.02936349640820346,b1279,lapA
PROKKA_00191,6.176513296863286,-0.7837676172695831,b1278,pgpB
PROKKA_00192,4.990749843589214,1.0415562477064517,b1277,ribA
PROKKA_00193,7.130742123910343,-2.892872381636975,b1276,acnA
PROKKA_00195,7.169239572175924,-0.6564620808095878,b4523,yciX
PROKKA_00196,9.167098908965167,-0.9883197055036792,b4522,ymiA
PROKKA_00197,6.5492045380637975,1.4995196335191157,b1275,cysB
PROKKA_00198,6.117212527585394,2.230758507258635,b1274,topA
PROKKA_00199,5.706934785223382,0.24577835104932166,b1273,yciN
PROKKA_00200,7.257209620290771,0.2549243938120833,b1272,sohB
PROKKA_00201,5.629123227940214,0.6984059517304964,b1271,yciK
PROKKA_00202,5.577649006074509,-0.16534142314032785,b1270,btuR
PROKKA_00203,5.284207863157485,2.236924496194087,b1269,rluB
PROKKA_00206,6.948166407693638,0.9189550914256541,b1267,yciO
PROKKA_00210,3.061807922604143,1.343903719132562,b1264,trpE
PROKKA_00211,3.049187382567745,-0.13728801925039225,b1263,trpD
PROKKA_00212,5.155131617663679,0.2189083428977998,b1262,trpC
PROKKA_00213,5.763486192418156,-0.24393802569047374,b1261,trpB
PROKKA_00214,4.13843957767272,-0.4684498220863489,b1260,trpA
PROKKA_00215,7.6800355216766025,-5.692020197309097,b1259,yciG
PROKKA_00216,6.609646205726483,-4.001230440190248,b1258,yciF
PROKKA_00217,5.186245993882578,-2.4952243581892968,b1257,yciE
PROKKA_00265,4.427141851103088,-0.704426110309873,b0551,ybcQ
PROKKA_00292,2.9469353571870673,-1.5328987270738645,b1256,ompW
PROKKA_00293,5.546297215161779,0.5631978827915356,b1255,yciC
PROKKA_00294,5.623333301922614,1.9388728457563742,b1254,yciB
PROKKA_00295,4.078882183878106,2.5651151056344625,b1253,yciA
PROKKA_00296,5.822863529705803,2.756620260069269,b1252,tonB
PROKKA_00297,6.179919564018771,0.5836339200652096,b1251,yciI
PROKKA_00298,6.292008561361291,-0.37903751803917896,b1250,kch
PROKKA_00299,6.326200987296431,-0.808479788168806,b1249,clsA
PROKKA_00300,6.846676516571149,1.804271081151942,b1248,yciU
PROKKA_00301,4.760641046042586,1.1896057439800547,b1247,oppF
PROKKA_00302,4.6193902220585885,1.6319326225660244,b1246,oppD
PROKKA_00303,4.510402566428832,0.5208530096114963,b1245,oppC
PROKKA_00304,4.845118507336375,0.6500156533759718,b1244,oppB
PROKKA_00305,6.483670336746178,1.5147190500443726,b1243,oppA
PROKKA_00308,3.902856445030686,0.7766172716434037,b1242,ychE
PROKKA_00309,7.51462250297147,0.792747514851154,b1241,adhE
PROKKA_00311,5.209628129070037,2.0166483299961007,b1238,tdk
PROKKA_00312,11.706647477224735,1.4229037538216875,b1237,hns
PROKKA_00313,7.528778722376778,0.5650669738005529,b1236,galU
PROKKA_00314,7.486788215010105,-2.0554791497188862,b1235,rssB
PROKKA_00315,6.477762949851801,-0.48773757632498604,b1234,rssA
PROKKA_00316,5.886929790229653,1.67060494789013,b1233,ychJ
PROKKA_00317,6.025006544491173,1.4658501262242236,b1232,purU
PROKKA_00323,3.688039473731418,0.0555191197087348,b1227,narI
PROKKA_00324,3.298174209543771,1.609784587232049,b1226,narJ
PROKKA_00325,3.2163549828690625,1.3047774413314528,b1225,narH
PROKKA_00326,2.6180482287086546,1.837592782987044,b1224,narG
PROKKA_00327,2.334004382012376,0.668051103669677,b1223,narK
PROKKA_00329,4.259091967391876,0.8825520909228937,b1222,narX
PROKKA_00330,6.137452892317636,0.6629805871852055,b1221,narL
PROKKA_00331,4.144099779564415,-1.3485026192651897,b1220,ychO
PROKKA_00332,7.451143060523394,-0.33106035492165464,b1219,ychN
PROKKA_00333,7.066472446291046,-2.481898009964075,b1218,chaC
PROKKA_00334,9.39593678480105,-2.872755131799571,b1217,chaB
PROKKA_00335,5.40630714310001,1.9193992503246786,b1216,chaA
PROKKA_00338,5.904479657486418,1.5861684857268834,b1215,kdsA
PROKKA_00339,6.175536098742921,-0.26039650149229576,b1214,ychA
PROKKA_00340,5.21059425166812,1.1567455486485034,b1213,ychQ
PROKKA_00341,3.427695949557765,2.1121099700297234,b1212,prmC
PROKKA_00342,5.302013859868655,2.833259643214314,b1211,prfA
PROKKA_00343,5.49254549019885,1.8192971557883242,b1210,hemA
PROKKA_00344,6.358594573897053,1.242547048724905,b1209,lolB
PROKKA_00345,5.604291341873527,3.485311638324676,b1208,ispE
PROKKA_00346,5.565559814231616,4.585817029280923,b1207,prs
PROKKA_00348,3.1485332184728607,2.3483156289874234,b1206,dauA
PROKKA_00349,7.188913670980741,-1.6156455194352537,b1205,ychH
PROKKA_00350,4.367992892898812,1.5545663783438721,b1204,pth
PROKKA_00351,5.746576967580689,3.2023895765436254,b1203,ychF
PROKKA_00352,3.9403445459007687,0.17007716289378472,b1201,dhaR
PROKKA_00353,5.138948868165659,1.5300166083682383,b1200,dhaK
PROKKA_00354,4.062517094585776,1.2590662579406091,b1199,dhaL
PROKKA_00355,4.784527880295363,1.0357693882036374,b1198,dhaM
PROKKA_00356,6.4610851609020585,-4.4595267259608296,b1197,treA
PROKKA_00364,6.2777006137787374,-4.649695462489767,b1195,ymgE
PROKKA_00365,4.222000001332016,-1.2853060110787293,b1194,ycgR
PROKKA_00367,5.623662375852746,-0.20685113582256331,b1192,ldcA
PROKKA_00368,5.260722762691977,0.12925922175234916,b1191,cvrA
PROKKA_00369,7.087760603370802,-2.3061804239005417,b1190,dadX
PROKKA_00370,7.30359527037198,-2.074923492695853,b1189,dadA
PROKKA_00371,8.14119790495832,-4.207415682404198,b1188,ycgB
PROKKA_00372,6.078286686735746,1.1048899170725193,b1187,fadR
PROKKA_00373,4.239096235908498,1.9835954449635373,b1186,nhaB
PROKKA_00374,3.3686396814139634,2.151500080868325,b1185,dsbB
PROKKA_00375,4.182208690064829,-0.38519873868038124,b1184,umuC
PROKKA_00376,4.548400097096386,-0.053519522550043774,b1183,umuD
PROKKA_00378,6.497246489890546,-0.6061434356422319,b1181,ycgN
PROKKA_00379,6.443015327392136,0.3314003515940698,b1180,ycgM
PROKKA_00380,7.426465339038286,0.659908448316779,b1179,ycgL
PROKKA_00381,5.8071021659307025,0.9084663827530886,b1178,pliG
PROKKA_00382,6.587065521665526,0.36661651828254094,b1177,ycgJ
PROKKA_00383,7.067776563500747,0.8853545005289805,b1176,minC
PROKKA_00384,7.666681398908601,0.8379940252105857,b1175,minD
PROKKA_00385,8.006619615582109,0.15980592938494276,b1174,minE
PROKKA_00387,1.570054338553224,2.7093312127697806,b4593,ymgI
PROKKA_00388,2.856955228426978,2.7317207080148016,b1172,ymgG
PROKKA_00389,3.845889609075898,0.1981952691204718,b1171,ymgD
PROKKA_00395,8.868480740427,-4.153192844427855,b1167,ymgC
PROKKA_00396,9.70139459153725,-4.525913467357529,b1166,ariR
PROKKA_00397,10.566985748331767,-2.568469780062512,b1164,ycgZ
PROKKA_00398,4.326241181972791,-0.6734609876376871,b1163,bluF
PROKKA_00399,6.570204712819113,-0.6740182331751274,b1162,bluR
PROKKA_00400,2.271057295073292,2.8655526638313686,b1161,ycgX
PROKKA_00401,9.291801872857036,0.5921732750537743,b1136,icd
PROKKA_00404,5.83651038522701,0.12769781690078474,b1135,rluE
PROKKA_00405,5.16462025421659,-0.5772429702325921,b1134,nudJ
PROKKA_00406,5.354135659343404,2.203989899110878,b1133,mnmA
PROKKA_00407,4.357555904389758,2.2166176704603417,b1132,hflD
PROKKA_00408,4.440150309518943,2.1149808029645136,b1131,purB
PROKKA_00409,7.102432976114645,-0.23170357421772003,b1130,phoP
PROKKA_00410,6.440608997084578,-0.1463742222167399,b1129,phoQ
PROKKA_00411,5.771700530970781,0.47703200753740305,b1128,roxA
PROKKA_00412,7.459961278208098,-2.195927326309234,b1127,pepT
PROKKA_00413,4.4722148651824245,3.0460360067397465,b1126,potA
PROKKA_00414,3.125202599005896,2.3385054542863073,b1125,potB
PROKKA_00415,4.0476325489807845,2.2535083901052646,b1124,potC
PROKKA_00416,5.314028070905966,2.784815609207298,b1123,potD
PROKKA_00417,2.8474160278983875,1.7537222508159935,b1122,ymfA
PROKKA_00418,2.8362835418507792,1.13569438987329,b1121,ycfZ
PROKKA_00419,6.06386220302096,-0.01030889685479508,b1120,cobB
PROKKA_00420,5.7199483899933465,0.333339620314951,b1119,nagK
PROKKA_00421,6.107944634502893,0.5397422321417444,b1118,lolE
PROKKA_00422,3.8690849434897805,1.1130867739143646,b1117,lolD
PROKKA_00423,3.945882120077495,2.0194198019566003,b1116,lolC
PROKKA_00424,1.366916591194272,-0.8856625545241571,b1115,ycfT
PROKKA_00425,4.241706972423978,1.5417615080222662,b1114,mfd
PROKKA_00427,3.649186545202841,0.828053224511391,b1113,ldtC
PROKKA_00430,5.27001936479631,1.3281539427185125,b1112,bhsA
PROKKA_00431,5.497306218020299,0.14383850053410807,b1111,comR
PROKKA_00432,3.1442128237429126,1.3208095957246444,b1110,ycfJ
PROKKA_00433,4.277244182206882,4.533570410539475,b1109,ndh
PROKKA_00434,8.437068837424938,-1.0101233861506715,b1108,ycfP
PROKKA_00435,7.136552991600899,-0.7423984983113554,b1107,nagZ
PROKKA_00436,5.488076398504827,0.15528354644513076,b1106,thiK
PROKKA_00437,6.964206508063283,-0.6626150998397762,b1105,lpoB
PROKKA_00438,7.650737198779705,-0.8902644995934272,b1104,ycfL
PROKKA_00439,7.433436005190236,-0.57432022470931,b1103,hinT
PROKKA_00440,6.030083035063782,2.104706704679387,b1102,fhuE
PROKKA_00441,5.416106255570616,3.699946721777735,b1101,ptsG
PROKKA_00442,6.4678518313698845,0.16856609733895578,b1100,ycfH
PROKKA_00443,4.7651640482770095,1.6170208101834866,b1099,holB
PROKKA_00444,5.819596503712905,1.1067762054553505,b1098,tmk
PROKKA_00445,4.919448699751166,1.4930350401756218,b1097,mltG
PROKKA_00446,5.727570067749719,0.9990217184339603,b1096,pabC
PROKKA_00447,7.418976588264567,2.453317741208693,b1095,fabF
PROKKA_00448,10.25798470646893,3.450105854606228,b1094,acpP
PROKKA_00449,8.716350549720666,1.3864384547890438,b1093,fabG
PROKKA_00450,6.932009664150167,2.2907253320200116,b1092,fabD
PROKKA_00451,5.839123504247521,2.340782390187247,b1091,fabH
PROKKA_00452,5.313640925872246,2.2084536624480533,b1090,plsX
PROKKA_00453,6.0410380423158365,3.267288097410484,b1089,rpmF
PROKKA_00454,7.731056599834032,3.765601904099018,b1088,yceD
PROKKA_00456,7.045309642751491,-0.9505753647998016,b1087,yceF
PROKKA_00457,4.948370586503641,2.981708437757674,b1086,rluC
PROKKA_00459,6.306822924141699,1.264702596641614,b1084,rne
PROKKA_00460,5.531758193016975,-1.1200223344948936,b1083,flgL
PROKKA_00461,4.95473405105402,-0.1663278725811086,b1082,flgK
PROKKA_00462,2.7642185157910784,1.2868703706427485,b1081,flgJ
PROKKA_00463,2.4115075024801698,1.3214758581392303,b1080,flgI
PROKKA_00464,2.663160503593085,1.4094411456107618,b1079,flgH
PROKKA_00465,2.658090871924146,1.6551339010817143,b1078,flgG
PROKKA_00466,2.006072122931072,1.809859785832633,b1077,flgF
PROKKA_00467,2.773576607176041,3.2757858155165027,b1076,flgE
PROKKA_00468,2.0610173572700283,2.847665316730623,b1075,flgD
PROKKA_00469,1.7320376987611708,2.763565373181258,b1074,flgC
PROKKA_00470,2.1392231450799377,3.483018792109216,b1073,flgB
PROKKA_00471,2.8246602981039164,1.4752055803638449,b1072,flgA
PROKKA_00472,6.663601904091728,-1.2976792390165564,b1071,flgM
PROKKA_00473,6.8597467807987105,0.11878545371397298,b1070,flgN
PROKKA_00474,3.5443794644691167,0.9353855742795529,b1069,murJ
PROKKA_00475,4.836915164750877,-1.2741032257463272,b1068,yceM
PROKKA_00476,6.737028155572801,-0.07914467734031039,b1067,yceH
PROKKA_00477,6.4504169803866205,-0.2316796248906483,b1066,rimJ
PROKKA_00478,2.839254711407625,-0.4309765751466026,b1065,mdtH
PROKKA_00479,8.214623199491214,-1.4746804432153828,b1064,grxB
PROKKA_00480,6.287185024465289,-0.30073961986477826,b1063,yceB
PROKKA_00481,3.3835014160985697,1.9707713257116648,b1062,pyrC
PROKKA_00482,4.94919676702696,-0.33975329459146764,b1061,dinI
PROKKA_00483,8.31057407316651,0.7185993814315701,b1060,bssS
PROKKA_00484,5.3450041889985105,1.001492596889566,b1059,solA
PROKKA_00485,2.784571728450578,-1.2585441951316683,b1058,yceO
PROKKA_00486,5.684749455720793,0.39060143895228805,b1057,yceJ
PROKKA_00487,6.96502317479289,0.21203730355803696,b1056,yceI
PROKKA_00488,5.052204941642842,3.0314537376121162,b1055,yceA
PROKKA_00489,4.362244219639878,1.4675674774025333,b1054,lpxL
PROKKA_00490,4.200026452589595,-0.31493307937413784,b1053,mdtG
PROKKA_00491,10.990012983472596,-3.7439558349095146,b1051,msyB
PROKKA_00492,5.130352052785296,-1.3125802192872844,b1050,yceK
PROKKA_00498,6.086792615772117,1.9375313581687958,b1048,opgG
PROKKA_00499,1.906859252681104,3.587080667676767,b1047,opgC
PROKKA_00500,5.2366468247500055,-1.0105614166085166,b1046,clsC
PROKKA_00501,5.47865600378522,-0.9982111899250725,b1045,ymdB
PROKKA_00502,3.7724443769684233,-0.8216104934146244,b1044,ymdA
PROKKA_00503,3.2001578917307723,-1.6544096909611783,b1043,csgC
PROKKA_00504,3.5898518575143004,-2.33195573685063,b1042,csgA
PROKKA_00505,4.477066625663568,-0.9824751430443319,b1041,csgB
PROKKA_00506,4.156994682869015,-2.239394979405646,b1040,csgD
PROKKA_00507,3.7497763462358193,-1.2536203928583416,b1039,csgE
PROKKA_00508,3.660547218575622,-1.7312944668226629,b1038,csgF
PROKKA_00509,4.0656344307549155,-1.7573924183094047,b1037,csgG
PROKKA_00510,4.812209368249544,1.3401904551981154,b1036,ycdZ
PROKKA_00511,7.243291377358679,1.390077019139893,b1035,ycdY
PROKKA_00512,6.903234376710758,0.827554045942672,b1034,ycdX
PROKKA_00513,5.81483468777405,-0.6138843859138063,b1033,ghrA
PROKKA_00516,7.529405134813398,-1.8176177957396336,b1020,phoH
PROKKA_00517,7.2780269169046825,1.8578853868425078,b1019,efeB
PROKKA_00518,7.902723209418781,2.039080764544332,b1018,efeO
PROKKA_00520,4.748258013352887,1.0225899041858568,b1015,putP
PROKKA_00521,3.2643593510902367,0.97437009610264,b1014,putA
PROKKA_00522,5.242030320468144,-0.021196696744408605,b1013,rutR
PROKKA_00523,1.1792018665981325,-0.8095200259008463,b1012,rutA
PROKKA_00524,1.3156361045204341,-1.3156361045204341,b1011,rutB
PROKKA_00525,1.451654365621212,-1.451654365621212,b1010,rutC
PROKKA_00526,1.4829278138495052,-0.26402776168346676,b1009,rutD
PROKKA_00527,1.1500386941201841,-1.1500386941201841,b1008,rutE
PROKKA_00528,0.9317679831916359,-0.6507988235244961,b1007,rutF
PROKKA_00529,2.9720983324760812,-1.5076435857217088,b1006,rutG
PROKKA_00530,10.121774798600086,-6.606094388828593,b4518,ymdF
PROKKA_00531,8.724508379288348,-4.161769237349005,b1004,wrbA
PROKKA_00532,8.753088891692384,-4.41792944102247,b1003,yccJ
PROKKA_00533,7.15984864531929,-2.42698439913765,b1002,agp
PROKKA_00534,7.04949879049861,-1.0254548522685445,b1000,cbpA
PROKKA_00535,6.4795417513191165,-3.2006387659078306,b0999,cbpM
PROKKA_00536,4.142541377038091,1.3542071616295663,b0998,torD
PROKKA_00537,4.36769948085421,1.9923577442917306,b0997,torA
PROKKA_00538,5.12252098802302,2.668028883631009,b0996,torC
PROKKA_00539,3.8910369181807094,0.3883486331422952,b0995,torR
PROKKA_00540,4.023672256818603,-0.41974206630108757,b0994,torT
PROKKA_00541,2.2984279778855283,-0.17410178024639533,b0993,torS
PROKKA_00542,2.8589385615480674,-1.8662488844780256,b0992,yccM
PROKKA_00543,6.035498637095628,0.9091061912207241,b4517,gnsA
PROKKA_00545,4.767264408080003,4.413078012503496,b0990,cspG
PROKKA_00546,3.697487066917208,-1.9527524310681394,b0980,appA
PROKKA_00547,4.539677145040963,-1.642153983830252,b0979,appB
PROKKA_00548,4.079972362854583,-2.673427140490378,b0978,appC
PROKKA_00549,3.521685433995959,-1.209591335546473,b0977,hyaF
PROKKA_00550,2.821395163169117,-0.8448115767190489,b0976,hyaE
PROKKA_00551,2.9347102899890163,-1.2696118800121192,b0975,hyaD
PROKKA_00552,2.8207581816065113,-1.2585571475646542,b0974,hyaC
PROKKA_00553,1.8055642914574002,-1.6440276748246816,b0973,hyaB
PROKKA_00554,1.6955362692374116,-1.3337518092413978,b0972,hyaA
PROKKA_00556,6.469127162035301,1.8599073914810607,b0970,yccA
PROKKA_00557,5.538842461035642,1.2775482902992676,b0969,tusE
PROKKA_00558,7.178093267193841,-2.848719970223134,b0968,yccX
PROKKA_00559,5.086226353122999,2.1062285531980907,b0967,rlmI
PROKKA_00560,7.0102302365249685,-0.9296200805868962,b0966,hspQ
PROKKA_00561,7.977598737852174,-1.8605295503018633,b0965,yccU
PROKKA_00562,4.932283915466366,-3.097516792182345,b0964,yccT
PROKKA_00565,5.247358673895587,0.02032519471466898,b0962,helD
PROKKA_00566,3.4495892969193176,2.812167472836031,b0961,yccF
PROKKA_00567,2.936307800337993,1.4098541506448883,b0960,yccS
PROKKA_00569,5.677232247631091,-0.7213472792896569,b0959,sxy
PROKKA_00570,7.320509559552525,-1.0861588725119775,b0958,sulA
PROKKA_00571,11.317048766537933,1.04732001555465,b0957,ompA
PROKKA_00572,6.590915478500916,0.06544677626102402,b0956,matP
PROKKA_00573,5.900245616458825,1.594482731765595,b0955,ycbZ
PROKKA_00574,4.867584244682746,2.451133207034001,b0954,fabA
PROKKA_00575,10.805483023843067,-4.440725656265183,b0953,rmf
PROKKA_00576,6.057014210991383,0.648762619793291,b0952,pqiC
PROKKA_00577,6.495845134343002,0.675398258732864,b0951,pqiB
PROKKA_00578,5.536394070876376,0.28438696533892127,b0950,pqiA
PROKKA_00579,5.445090443884906,2.0601895791491103,b0949,uup
PROKKA_00580,4.391876951902898,2.359929499438997,b0948,rlmL
PROKKA_00581,5.059384311799649,1.4382089959915936,b0947,ycbX
PROKKA_00582,6.552890176150424,-0.07097548265578357,b0946,zapC
PROKKA_00583,2.2190796212763693,3.734999179313039,b0945,pyrD
PROKKA_00584,1.2042975836162937,-0.7507065997122246,b0937,ssuE
PROKKA_00585,1.6775417736872755,-1.0417578794159597,b0936,ssuA
PROKKA_00586,1.5252180770751245,-0.8868319033041515,b0935,ssuD
PROKKA_00591,6.487234784830939,-0.25589543931600023,b0932,pepN
PROKKA_00592,5.722342518317255,0.9724312560913138,b0931,pncB
PROKKA_00593,5.980964688717268,2.248565221702002,b0930,asnS
PROKKA_00594,7.23345073922547,4.758844233451342,b0929,ompF
PROKKA_00595,7.794076490412486,1.2652810238450432,b0928,aspC
PROKKA_00596,6.912750641546342,0.7189897364630715,b0927,gloC
PROKKA_00597,7.459361762631865,0.9889653942298864,b0926,ycbK
