,predict,resid,K-12,Gene Name
PROKKA_01174,3.1789761051982452,-0.5229187672418543,b0324,yahJ
PROKKA_01175,2.395909978696863,-1.8626232334186783,b0323,yahI
PROKKA_01176,1.8132972881295326,-1.435207267260704,b0321,yahG
PROKKA_01177,2.5637315011310577,-1.809622906951379,b0320,yahF
PROKKA_01178,1.5381005587420864,-0.7402896418073165,b0319,yahE
PROKKA_01179,4.3560237082208,-1.3838936216797104,b0318,yahD
PROKKA_01180,2.97566024867941,-1.7851858416135244,b0317,yahC
PROKKA_01181,2.855644204811668,-0.5043724604661457,b0316,yahB
PROKKA_01182,5.750827315959286,1.8764377803592591,b0315,pdeL
PROKKA_01183,5.4826956909701074,-1.3355031241719164,b0314,betT
PROKKA_01184,6.734550586910524,-1.3584019183675098,b0313,betI
PROKKA_01194,2.7555993889705834,-0.6382018460574921,b0310,ykgH
PROKKA_01195,5.802109912848966,-0.794157462212552,b0308,ykgG
PROKKA_01196,5.6657617983845405,-0.9002121397576648,b0307,ykgF
PROKKA_01197,6.546905094780332,-0.2676186631835389,b0306,ykgE
PROKKA_01198,4.074940903731901,0.7059806419945218,b0305,rclR
PROKKA_01199,5.984557757495171,-0.6641096645435125,b0304,rclA
PROKKA_01200,3.192726006530869,2.4430094802650175,b0301,rclC
PROKKA_01210,7.922061790053721,-1.3110279798223274,b4671,ykgR
PROKKA_01211,3.8387484867295854,1.8536741730488702,b0296,ykgM
PROKKA_01212,1.7822354992791984,0.4788153872080052,b4506,ykgO
PROKKA_01213,5.74985462975674,-0.20571425851969227,b0294,ecpR
PROKKA_01214,5.275132810398025,0.6401565056142537,b0293,ecpA
PROKKA_01215,3.800292701429969,0.10587064743087504,b0292,ecpB
PROKKA_01218,3.3907320794223974,-0.14755310154070544,b0290,ecpD
PROKKA_01219,4.236775484918137,-0.8756889538211841,b0289,ecpE
PROKKA_01221,5.7146673903607645,1.9571657936396853,b0287,yagU
PROKKA_01223,6.059054645719266,0.7068241861570961,b0243,proA
PROKKA_01224,5.330580681550739,0.45136888285715226,b0242,proB
PROKKA_01225,2.519624108234458,-0.8348425568478708,b0241,phoE
PROKKA_01227,5.9548535333551325,0.14575899724330021,b0239,frsA
PROKKA_01228,4.43084629216208,4.497872977021043,b0238,gpt
PROKKA_01229,6.98834221524943,1.2649802124572922,b0237,pepD
PROKKA_01232,3.1947519090089656,0.7312391896470749,b0234,yafP
PROKKA_01233,4.944569576767545,-0.5329855749058554,b0233,yafO
PROKKA_01234,6.214848091483644,-1.1907791430704942,b0232,yafN
PROKKA_01235,5.547948395457926,-1.8385070810471782,b0231,dinB
PROKKA_01285,4.507801102574771,-2.510696056790448,b0228,rayT
PROKKA_01286,2.541981081738318,-0.6023066158892163,b0227,yafL
PROKKA_01287,5.290617522049587,2.1744257518887578,b0224,ldtF
PROKKA_01288,4.498776816520914,0.11839601855949322,b0223,yafJ
PROKKA_01289,6.371698754017441,0.04357788570155385,b0222,gmhA
PROKKA_01290,5.75884952900811,-2.873555116086674,b0221,fadE
PROKKA_01291,7.529253315387631,-0.1231681928610957,b0220,ivy
PROKKA_01292,5.549186083926157,-2.470427973581239,b0219,yafV
PROKKA_01330,6.865677228944046,0.0819271523691194,b0215,dnaQ
PROKKA_01331,4.6758488914936045,1.5337766925737881,b0214,rnhA
PROKKA_01332,5.121549938078546,-0.5307869493604667,b0213,yafS
PROKKA_01333,6.826937653832692,-0.8878797893664139,b0212,gloB
PROKKA_01334,5.094157163841102,2.1081013984092163,b0211,mltD
PROKKA_01335,6.187345416881559,-2.910797185269059,b0210,yafE
PROKKA_01336,7.006036294759369,-0.49865902481850277,b0209,yafD
PROKKA_01337,5.248563268493081,-1.4759576878862584,b0208,yafC
PROKKA_01338,3.554998942093643,1.6775826333754051,b0207,dkgB
PROKKA_01346,5.457604836191136,1.0363587807389987,b0200,gmhB
PROKKA_01347,5.131256827297019,0.9728336410131897,b0199,metN
PROKKA_01348,7.179382033119728,-0.24460028290719027,b0198,metI
PROKKA_01349,7.98335554776509,0.22064903704448113,b0197,metQ
PROKKA_01350,5.03871580515376,2.624140588426477,b0196,rcsF
PROKKA_01351,4.231538171542672,1.331376779312909,b0195,trmO
PROKKA_01352,5.100139154191593,2.42295357704596,b0194,proS
PROKKA_01353,2.7850241913895353,1.2900771394650352,b0193,yaeF
PROKKA_01354,6.225075922009127,-0.7194731242844945,b0192,nlpE
PROKKA_01355,6.479787715906328,-0.45896190896579636,b0191,arfB
PROKKA_01356,5.534461136713604,0.4555829812830474,b0190,yaeQ
PROKKA_01357,7.50045091998353,-1.1199138046283634,b4406,yaeP
PROKKA_01358,5.694042273359804,-0.9314109251829077,b0189,rof
PROKKA_01359,4.090723322263988,0.09389821884379757,b0188,tilS
PROKKA_01360,5.432208105268753,-1.61394410938991,b0187,yaeR
PROKKA_01361,6.423649198420357,-2.3215864984262735,b0186,ldcC
PROKKA_01362,6.457353618349634,1.7938633075627255,b0185,accA
PROKKA_01363,5.153097498108849,2.7151381071137575,b0184,dnaE
PROKKA_01364,4.663655070895436,2.4965823510908827,b0183,rnhB
PROKKA_01365,5.071538891958941,1.5081554491739562,b0182,lpxB
PROKKA_01368,7.824799047661559,3.720552861768697,b0180,fabZ
PROKKA_01369,7.587069146120783,1.9019784458753222,b0179,lpxD
PROKKA_01370,7.345968191725078,1.5200604205487291,b0178,skp
PROKKA_01371,6.926725662801319,1.676254342908452,b0177,bamA
PROKKA_01372,6.7838165987156245,2.2054188808001154,b0176,rseP
PROKKA_01373,6.195944789112222,2.466897995917046,b0175,cdsA
PROKKA_01375,6.191398993885187,2.3759472457638324,b0174,ispU
PROKKA_01376,4.718869960149197,0.8919467788918762,b0173,dxr
PROKKA_01377,8.533359287281987,0.6544434146417117,b0172,frr
PROKKA_01378,5.768005420714626,2.318073732932035,b0171,pyrH
PROKKA_01379,7.715160900176384,4.188294776653249,b0170,tsf
PROKKA_01380,8.69799245933327,4.279180814942448,b0169,rpsB
PROKKA_01382,5.960354409577727,2.15655066416503,b0168,map
PROKKA_01383,4.638067706412359,0.035857385845526224,b0167,glnD
PROKKA_01384,6.68526292700308,1.0401105504289383,b0166,dapD
PROKKA_01385,7.31609697146332,-1.2082665636057417,b0163,yaeH
PROKKA_01386,4.372750098925421,-1.0513079207077873,b0162,cdaR
PROKKA_01387,6.070062641126798,2.5528510965130415,b0161,degP
PROKKA_01388,5.683635919382006,-0.4556367476917904,b0160,dgt
PROKKA_01389,5.637284636478492,0.8103101951250427,b0159,mtn
PROKKA_01390,3.3180612808730734,1.6609081935282486,b0158,btuF
PROKKA_01391,3.7282499889388765,1.9620432103518954,b0157,yadS
PROKKA_01392,7.972741109431263,0.402283783706201,b0156,erpA
PROKKA_01393,5.794669373077104,-0.6929723555330716,b0155,clcA
PROKKA_01394,4.983368846500634,1.1015984071443743,b0154,hemL
PROKKA_01395,4.037415430886164,1.560328290446555,b0153,fhuB
PROKKA_01396,3.87055572452891,2.1025898200531516,b0152,fhuD
PROKKA_01397,5.173415965170541,2.0920534960954367,b0151,fhuC
PROKKA_01398,6.943886273202862,2.4373215610873995,b0150,fhuA
PROKKA_01399,5.012705220093894,1.3831016529904199,b0149,mrcB
PROKKA_01400,4.34721453957929,0.35391437869127085,b0148,hrpB
PROKKA_01401,3.6969036486951454,0.9147136477309683,b0147,thpR
PROKKA_01402,7.594234334169732,-1.2126525976234497,b0146,sfsA
PROKKA_01403,9.752750288662707,1.0698971915552562,b0145,dksA
PROKKA_01404,4.590198300971853,1.2906149059304939,b0144,gluQ
PROKKA_01405,5.063063428208304,2.4858833286965645,b0143,pcnB
PROKKA_01406,4.380812985787938,2.5163005539711305,b0142,folK
PROKKA_01407,1.5188251530556631,1.7503948061215702,b0141,yadN
PROKKA_01408,1.856312170213688,0.8339487941180272,b0140,yadV
PROKKA_01415,5.286372105466933,1.1853802064350951,b0134,panB
PROKKA_01416,5.847387461238171,0.8086785594881789,b0133,panC
PROKKA_01418,5.738251383492498,-1.4556393105758678,b0132,rpnC
PROKKA_01419,6.147331205909923,3.3693307103856895,b0131,panD
PROKKA_01420,4.730045115414823,0.6096574165349251,b0130,yadE
PROKKA_01421,5.274907969377379,-0.36956567842865073,b0129,yadI
PROKKA_01422,6.3549946893547204,-1.1347132065218748,b0128,yadH
PROKKA_01423,6.600540720246105,0.6760179201387659,b0127,yadG
PROKKA_01424,7.0397387564644855,0.8809772952985302,b0126,can
PROKKA_01425,6.26118260759703,2.7054371819289305,b0125,hpt
PROKKA_01426,6.115791077803394,-0.26288529153553775,b0124,gcd
PROKKA_01427,4.563843215810785,-0.3725522640445753,b0123,cueO
PROKKA_01428,5.1886846040435195,1.1512787307141155,b0122,yacC
PROKKA_01429,5.536917353587951,3.8536007387147233,b0121,speE
PROKKA_01430,5.234494380286245,4.473109014161546,b0120,speD
PROKKA_01431,8.088750268968408,-1.6126316409550796,b0119,yacL
PROKKA_01432,7.282679609979425,0.3530062773334244,b0118,acnB
PROKKA_01433,3.8016906805890645,-1.8375773824590473,b0117,yacH
PROKKA_01434,8.32817415842357,1.8201860783928758,b0116,lpd
PROKKA_01435,6.354555891604349,2.6127467452904245,b0115,aceF
PROKKA_01436,7.126699912751482,3.670199555869818,b0114,aceE
PROKKA_01438,4.880102705032799,3.8972865388114304,b0113,pdhR
PROKKA_01439,5.021892436897021,0.2716994255877827,b0112,aroP
PROKKA_01442,6.352017972733433,0.34220403176437486,b0110,ampD
PROKKA_01443,4.770653727101976,0.8490988677602669,b0109,nadC
PROKKA_01444,1.5323794645268356,-1.2204131452957465,b0108,ppdD
PROKKA_01445,1.5645694125653535,-0.7433508236302593,b0107,hofB
PROKKA_01446,2.598948806148928,-1.6854139682602653,b0106,hofC
PROKKA_01447,4.400193079401088,1.4329502445335125,b0104,guaC
PROKKA_01448,5.84459230768106,0.831325320499964,b0103,coaE
PROKKA_01449,5.497038237123794,0.7787280766506903,b0102,zapD
PROKKA_01450,6.207548034432598,0.5075036226692147,b0101,yacG
PROKKA_01451,3.09449247266097,1.7104978505679607,b0099,mutT
PROKKA_01453,5.349597093042789,2.76272754581583,b0098,secA
PROKKA_01454,5.836599000040522,3.153657402694048,b0097,secM
PROKKA_01455,6.933589240947164,1.532319853351364,b0096,lpxC
PROKKA_01456,7.855135069718953,0.586561839007917,b0095,ftsZ
PROKKA_01457,8.382246312520238,-0.0607757783639542,b0094,ftsA
PROKKA_01458,7.740274747860569,0.7753118759742499,b0093,ftsQ
PROKKA_01459,7.442655046721429,0.651341040914545,b0092,ddlB
PROKKA_01460,5.536198766324318,1.608380927760022,b0091,murC
PROKKA_01461,5.790063162214992,1.0946004431786251,b0090,murG
PROKKA_01462,6.029020553605491,0.9156247372288266,b0089,ftsW
PROKKA_01463,5.55415546176509,-0.28925175860057006,b0088,murD
PROKKA_01464,5.420332369070433,0.7666698695376093,b0087,mraY
PROKKA_01465,5.429636283128906,1.0522830688141012,b0086,murF
PROKKA_01466,5.433914452654932,0.9148279040734488,b0085,murE
PROKKA_01467,5.863913183250684,0.671838755363714,b0084,ftsI
PROKKA_01468,7.142595695072075,0.9005620506902332,b0083,ftsL
PROKKA_01469,6.81227952684886,0.4500102450040835,b0082,rsmH
PROKKA_01470,7.760593594107515,1.1783876220437897,b0081,mraZ
PROKKA_01471,5.216371366257354,1.5575851472876563,b0080,cra
PROKKA_01472,5.590284902281873,-0.5078663591552601,b0078,ilvH
PROKKA_01473,6.1029203456543755,0.2743058288411353,b0077,ilvI
PROKKA_01474,3.730874239424353,-1.6014304286508363,b0076,leuO
PROKKA_01476,9.337776596146096,-2.6719276186231653,b0074,leuA
PROKKA_01477,8.891610066978693,-3.144846365353808,b0073,leuB
PROKKA_01478,9.057615224080632,-3.2937979759582934,b0072,leuC
PROKKA_01479,9.733552837773326,-4.075094551440395,b0071,leuD
PROKKA_01481,10.59139473835071,-3.7830075090095265,b4662,sgrT
PROKKA_01482,5.775188567185763,-2.409793320589971,b0069,sgrR
PROKKA_01484,4.374564225536275,0.7156110074913675,b0068,thiB
PROKKA_01485,2.1238701579606176,0.044941926062108895,b0067,thiP
PROKKA_01486,2.0345956735521593,0.13530770315498497,b0066,thiQ
PROKKA_01487,5.233187160973353,-1.6671057224423782,b0065,yabI
PROKKA_01493,6.318941827389443,-1.6673655551819806,b0064,araC
PROKKA_01494,6.187260878234486,-5.1874961800952715,b0063,araB
PROKKA_01495,6.792987716601946,-5.361534521357288,b0062,araA
PROKKA_01496,5.815884844234905,-4.393056494461396,b0061,araD
PROKKA_01497,4.535435095203717,-0.35211202181281376,b0060,polB
PROKKA_01498,4.653137140617977,1.9295420305824997,b0059,rapA
PROKKA_01499,4.801140033115701,0.3417064939703245,b0058,rluA
PROKKA_01500,4.591359450252339,0.9941823691380796,b0055,djlA
PROKKA_01501,7.181667308737504,1.1292655885086518,b0054,lptD
PROKKA_01502,6.814471057904678,1.2038411139160452,b0053,surA
PROKKA_01503,4.646439349989137,1.5297121361152541,b0052,pdxA
PROKKA_01504,5.04929299894353,1.3417903905570716,b0051,rsmA
PROKKA_01505,5.952133147114596,0.22338733042363934,b0050,apaG
PROKKA_01506,5.477530966426684,0.7127089038275072,b0049,apaH
PROKKA_01509,6.5315594922893006,1.259810888329584,b0048,folA
PROKKA_01510,4.921646166912165,-0.5277952207516439,b0047,kefC
PROKKA_01511,4.271215264493591,0.8105774712285951,b0046,kefF
PROKKA_01512,2.062395468776845,-0.5187868236594813,b0045,yaaU
PROKKA_01513,1.2842895873312243,-0.8300207035911339,b0044,fixX
PROKKA_01514,1.7751644977381684,-1.1944772773012766,b0043,fixC
PROKKA_01515,1.9802991203172782,-0.2273902935723804,b0042,fixB
PROKKA_01516,2.3871971348250813,0.4059717545060648,b0041,fixA
PROKKA_01517,1.2788764926432907,-0.34377828227185514,b0040,caiT
PROKKA_01518,3.7342391329327036,-0.28113308414708893,b0039,caiA
PROKKA_01519,4.1302215115347956,-0.4443277108206689,b0038,caiB
PROKKA_01520,3.5981277368713416,-0.7317704120244755,b0037,caiC
PROKKA_01521,2.372940656595838,-1.2248485165809597,b0036,caiD
PROKKA_01523,2.6725094552666784,-1.1869486319948228,b0035,caiE
PROKKA_01524,4.6047227451010375,-0.4834689079685175,b0034,caiF
PROKKA_01525,2.4694081967733483,2.134304473459845,b0033,carB
PROKKA_01526,2.570962083045522,3.53570458583694,b0032,carA
PROKKA_01527,6.163389355266817,0.16404170879528213,b0031,dapB
PROKKA_01529,4.676351387231547,0.5654263978258083,b0030,rihC
PROKKA_01530,5.346520533149727,1.5382275057351258,b0029,ispH
PROKKA_01531,5.070209742203534,1.4283538794432271,b0028,fkpB
PROKKA_01532,5.55732242654739,1.6859236701874547,b0027,lspA
PROKKA_01533,6.155355454173735,1.8355596991860228,b0026,ileS
PROKKA_01534,6.772733388068136,1.5557262742606337,b0025,ribF
PROKKA_01535,7.263250146770636,4.422232638807365,b0023,rpsT
PROKKA_01536,5.569619408655253,0.10881983526824168,b0020,nhaR
PROKKA_01537,6.677976473575232,-0.9721449813573457,b0019,nhaA
PROKKA_01544,6.181008099502547,2.0277874975720422,b0015,dnaJ
PROKKA_01546,8.260786827469696,2.4053361953617785,b0014,dnaK
PROKKA_01547,1.3871321288659422,0.6676855208705437,b0013,yaaI
PROKKA_01548,2.8291290778117544,-1.6021726135858025,b0011,yaaW
PROKKA_01549,4.152848302554062,1.4795316391982363,b0010,satP
PROKKA_01552,7.772016346552322,2.0492256201009553,b0008,talB
PROKKA_01553,3.8900688264741796,-1.3843259158216723,b0007,yaaJ
PROKKA_01554,5.752123091179676,3.2592783248181068,b0006,yaaA
PROKKA_01555,2.299258590249095,-0.48702762851185355,b0005,yaaX
PROKKA_01556,4.882205320378878,0.7728877459093209,b0004,thrC
PROKKA_01557,6.080950183347067,-0.36324284620177494,b0003,thrB
PROKKA_01558,5.245708498296178,1.1890403928668487,b0002,thrA
PROKKA_01560,6.044068583829155,-0.4710367169835683,b4403,yjtD
PROKKA_01561,8.32929190249522,-1.0382190272858907,b4401,arcA
PROKKA_01564,3.4478261759278115,0.5648903099962497,b4399,creC
PROKKA_01565,4.781438700541852,-0.1259199465373655,b4398,creB
PROKKA_01566,5.814224297051059,0.5444706424988741,b4397,creA
PROKKA_01567,6.84504340227125,-0.3752090849494101,b4396,rob
PROKKA_01568,5.814767413902809,1.2152493377150364,b4395,ytjC
PROKKA_01569,4.5418318938002065,-0.09826795877743422,b4394,yjjX
PROKKA_01570,4.919756808874638,-0.1355755272874397,b4393,trpR
PROKKA_01571,5.852352930390133,-0.6092121048383836,b4392,slt
PROKKA_01572,5.993686754258118,1.4549753708366557,b4391,ettA
PROKKA_01575,6.584350635538087,-0.13217351313781123,b4390,nadR
PROKKA_01576,4.458912240772788,1.6354521988767088,b4389,radA
PROKKA_01577,4.076317507998823,2.1746955484173665,b4388,serB
PROKKA_01578,4.706401993186294,-0.22898013869254807,b4387,ytjB
PROKKA_01579,4.464334819691709,0.06941815250782035,b4386,lplA
PROKKA_01581,7.317140844885344,0.2533972523982273,b4384,deoD
PROKKA_01582,7.683905697823864,0.6317142133350213,b4383,deoB
PROKKA_01583,6.604190610580513,-1.9044657817302264,b4382,deoA
PROKKA_01584,6.051002940471129,0.3207126298041443,b4381,deoC
PROKKA_01585,2.4968543479852436,0.021251688630880672,b4380,yjjI
PROKKA_01586,1.7903290479857448,0.16073920261325503,b4379,yjjW
PROKKA_01587,4.397232047839309,-1.8344304461105874,b4378,yjjV
PROKKA_01588,4.37548587097592,-1.5202305308811122,b4377,yjjU
PROKKA_01589,9.01061556599607,-5.854110277773341,b4568,ytjA
PROKKA_01590,8.593672719090872,-3.3983566927060584,b4376,osmY
PROKKA_01591,4.524463014462918,2.8898720641146687,b4375,prfC
PROKKA_01592,5.390375253727397,-0.05481725548547267,b4374,yjjG
PROKKA_01593,6.303261091825226,1.0926598556463212,b4373,rimI
PROKKA_01594,3.8141722902395574,2.7654037820506576,b4372,holD
PROKKA_01601,11.861717724508743,-2.7892430635517957,b4567,yjjZ
PROKKA_01602,7.909696251994921,0.3033182923962663,b4367,fhuF
PROKKA_01603,2.5196096607335843,-0.8431270199389038,b4366,bglJ
PROKKA_01604,1.7455157713627318,-0.36061322716821054,b4365,yjjQ
PROKKA_01605,3.3135252519861527,-0.35784064370293267,b4364,yjjP
PROKKA_01606,2.2408787683867173,-1.3162262304925365,b4363,yjjB
PROKKA_01607,5.101894880561025,0.1992062340691696,b4362,dnaT
PROKKA_01608,5.829364621576939,0.7399634819226613,b4361,dnaC
PROKKA_01609,6.158808651244891,0.21856037437279063,b4360,yjjA
PROKKA_01610,3.555447242012971,1.3345964820461007,b4359,opgB
PROKKA_01611,2.248870005226009,-1.976419367810075,b4358,lgoD
PROKKA_01612,3.721996947599103,-1.5453707810722057,b4357,lgoR
PROKKA_01619,3.718946751872296,1.3882627338591655,b4355,tsr
PROKKA_01620,2.5024012816510064,4.134347398840264,b4354,btsT
PROKKA_01621,4.890843802645678,1.440623187055846,b4353,yjiX
PROKKA_01622,4.633504398114887,0.3863046211046717,b4352,yjiA
PROKKA_01630,4.621068527785248,-1.5265084892772003,b4347,symE
PROKKA_01631,4.0605829941992235,-0.6390475438604541,b4341,yjiS
PROKKA_01632,2.9689545282580276,-0.7876940090488938,b4340,yjiR
PROKKA_01634,5.419943765636138,-2.2030118926769187,b4336,yjiN
PROKKA_01635,3.2138982737411537,-1.0716828029583496,b4335,yjiM
PROKKA_01647,3.385973460332555,0.9339313906491569,b4334,yjiL
PROKKA_01648,2.5249009944439056,0.3229634912824557,b4715,ytiA
PROKKA_01649,2.7267329848792268,0.9773238334998,b4333,yjiK
PROKKA_01650,4.909487387554192,-3.3018494690145586,b4332,yjiJ
PROKKA_01653,4.364845527404311,-1.6377038137792397,b4331,kptA
PROKKA_01654,2.0004569646460193,0.578823216400612,b4330,yjiH
PROKKA_01655,2.781947720263662,1.4461750563209486,b4329,yjiG
PROKKA_01656,3.1937113395462293,2.0429384702437754,b4328,iadA
PROKKA_01657,3.063077819803911,1.778134275414338,b4327,hypT
PROKKA_01673,3.660590875786643,0.5893172991767948,b4326,iraD
PROKKA_01674,6.111092373493708,0.009216449050791553,b4324,uxuR
PROKKA_01675,7.254840468617504,-1.2482573188560817,b4323,uxuB
PROKKA_01676,7.8789296715305,-0.3916442101629265,b4322,uxuA
PROKKA_01679,5.0066636406988465,3.5557798950192474,b4320,fimH
PROKKA_01680,5.226809503610575,3.534361386119942,b4319,fimG
PROKKA_01681,3.8095278671025508,4.5296744050738,b4318,fimF
PROKKA_01683,5.025659173406611,5.273984272859405,b4317,fimD
PROKKA_01684,6.700164390289441,5.124968170466831,b4316,fimC
PROKKA_01685,7.821299732766008,4.93136613375016,b4315,fimI
PROKKA_01686,9.479550557045856,4.3790786888087645,b4314,fimA
PROKKA_01687,4.684240999136739,1.044724083041439,b4313,fimE
PROKKA_01688,3.650337540422776,0.5146092067868016,b4312,fimB
PROKKA_01689,4.786666437436526,-1.5682966953179078,b4311,nanC
PROKKA_01690,6.383904684007865,-2.394264827027325,b4310,nanM
PROKKA_01691,4.46042793902387,-2.300716048824465,b4309,nanS
PROKKA_01693,1.991195972650832,-0.8238844272832013,b0245,ykfI
PROKKA_01694,3.25558807090245,-0.5316636798144119,b2645,yfjZ
PROKKA_01743,6.089199181587102,-3.1895280418889613,b4269,ahr
PROKKA_01744,6.83740283052045,-3.1497202116870113,b4268,idnK
PROKKA_01745,7.359130702124727,-0.14855726232638577,b4267,idnD
PROKKA_01746,5.6711768601805765,0.045221300683250476,b4266,idnO
PROKKA_01747,5.08391936590262,-0.9606220193709811,b4265,idnT
PROKKA_01748,4.878772933188518,-0.9269767217573048,b4264,idnR
PROKKA_01749,5.946712095252648,-1.9284404695862403,b4263,yjgR
PROKKA_01750,5.854449489545804,0.8111952688388211,b4262,lptG
PROKKA_01751,5.884925878114942,1.6042494866287624,b4261,lptF
PROKKA_01752,7.001317254271948,0.48352060493321236,b4260,pepA
PROKKA_01753,6.98421605495124,-0.08114090198378676,b4259,holC
PROKKA_01754,5.799926824606787,2.2137958613949813,b4258,valS
PROKKA_01757,4.746530336678177,-0.2521980610113399,b4256,yjgM
PROKKA_01758,8.557958866979657,1.670562241639166,b4255,rraB
PROKKA_01760,6.391086970333001,-0.6023328674036152,b4252,tabA
PROKKA_01766,1.850543542408076,2.331631811485325,b4245,pyrB
PROKKA_01767,3.1614959460533774,0.4578818916002114,b4244,pyrI
PROKKA_01768,5.383856148764313,1.4846117134755579,b4243,ridA
PROKKA_01769,3.3245669001835627,-0.23956676042002778,b4242,mgtA
PROKKA_01771,4.519947448597611,0.14332200208689994,b4241,treR
PROKKA_01772,2.568466219564428,-1.0480829514050851,b4240,treB
PROKKA_01773,2.9136445933137147,-0.5977699586685712,b4239,treC
PROKKA_01774,5.569091192556661,-0.9780645708020348,b4238,nrdD
PROKKA_01775,4.44810074509979,-1.6507303801268134,b4237,nrdG
PROKKA_01777,6.3715022104962244,-0.026496202521934187,b4235,pmbA
PROKKA_01778,7.399435347292929,0.9191548947316974,b4234,yjgA
PROKKA_01779,4.878938037030972,1.4202122190038828,b4233,mpl
PROKKA_01780,5.87587516168856,1.5797993256661211,b4232,fbp
PROKKA_01781,5.607498936308197,-2.87247469210526,b4231,yjfF
PROKKA_01782,4.591265374511684,-3.697085085474695,b4230,ytfT
PROKKA_01783,4.779753143131629,-2.9251630443971814,b4485,ytfR
PROKKA_01784,7.726714649102995,-4.852326209683136,b4227,ytfQ
PROKKA_01785,7.3493633517829,1.6775904656291232,b4226,ppa
PROKKA_01788,5.91125188024656,1.3134915950509534,b4222,ytfP
PROKKA_01791,5.839256532407406,-0.07741554447569943,b4220,tamA
PROKKA_01792,7.187634817936779,-1.318844427633226,b4219,msrA
PROKKA_01794,5.863815621685637,1.1965841754848032,b4218,ytfL
PROKKA_01795,7.623308725087597,-3.02623164266537,b4217,ytfK
PROKKA_01796,6.842345216915595,-0.8876514315234978,b4216,ytfJ
PROKKA_01797,7.019721080408596,-1.5489453078408575,b4214,cysQ
PROKKA_01798,5.250918991135171,0.37490947143957154,b4213,cpdB
PROKKA_01799,4.6696526355733265,-1.315769863323363,b4212,ytfH
PROKKA_01800,3.8559681789789075,0.5537634747473983,b4211,qorB
PROKKA_01801,3.280857104434208,-1.935490252873032,b4210,ytfF
PROKKA_01802,6.981959419824083,2.6040815641250195,b4209,ytfE
PROKKA_01803,6.408902719397549,0.07309709727899794,b4208,cycA
PROKKA_01804,4.071192936986643,1.5526402842581843,b4207,fklB
PROKKA_01805,6.83047636518843,0.25362745741896564,b4206,ytfB
PROKKA_01815,6.056371668561427,4.1847697199701095,b4203,rplI
PROKKA_01816,5.973446676358924,4.753080336668745,b4202,rpsR
PROKKA_01817,7.516680638758061,5.578146572267695,b4201,priB
PROKKA_01818,6.285079329001849,4.832286468739069,b4200,rpsF
PROKKA_01819,6.628426499988596,-2.056263252053694,b4199,yjfY
PROKKA_01820,3.6419608933204612,0.5055044974684622,b4198,ulaF
PROKKA_01821,3.2523727252476076,-0.5860525525491593,b4197,ulaE
PROKKA_01822,2.7750944793317096,-1.0580091892092278,b4196,ulaD
PROKKA_01823,3.1182608265188647,-0.4709498309502207,b4195,ulaC
PROKKA_01824,3.4299204177383924,-1.1576829800677166,b4194,ulaB
PROKKA_01825,2.62129613469815,-1.123175681839066,b4193,ulaA
PROKKA_01826,4.322387520503463,-0.11530453837805243,b4192,ulaG
PROKKA_01827,4.7296524878660975,0.048993675597014175,b4191,ulaR
PROKKA_01828,3.8650753001044236,-1.1268735129148553,b4190,yjfP
PROKKA_01829,7.956178762773352,-3.4153972004637954,b4189,bsmA
PROKKA_01830,5.658429300196344,-1.877505995082699,b4188,yjfN
PROKKA_01831,6.2587160281323335,-3.1684082471981894,b4187,aidB
PROKKA_01832,3.2907341091585556,-1.0444844276593774,b4186,yjfC
PROKKA_01833,3.628276469870951,-1.8924318958441424,b4185,yjfM
PROKKA_01834,1.349981495823843,0.5252981539807358,b4184,yjfL
PROKKA_01835,2.1618629190437852,0.42225125608320235,b4183,yjfK
PROKKA_01836,2.7480055565441073,0.19601384707865366,b4182,yjfJ
PROKKA_01837,3.275802318917078,0.3857821523052438,b4181,yjfI
PROKKA_01838,5.645129443077314,-1.2693258087468076,b4180,rlmB
PROKKA_01839,6.865733327815004,0.1793305424101126,b4179,rnr
PROKKA_01840,7.856991343089156,0.2679531709418921,b4178,nsrR
PROKKA_01841,6.566506229468226,2.075589217564291,b4177,purA
PROKKA_01842,4.690823173733074,1.0741082263984643,b4176,yjeT
PROKKA_01843,8.553762738836475,0.24393043224982947,b4175,hflC
PROKKA_01844,7.053350458587829,0.9760226802156868,b4174,hflK
PROKKA_01845,8.094550241167788,0.6067063511243003,b4173,hflX
PROKKA_01846,10.412848482241861,0.4461850324329024,b4172,hfq
PROKKA_01847,9.898003689761861,0.700111117457233,b4171,miaA
PROKKA_01848,4.978092740382003,1.1666865286102777,b4170,mutL
PROKKA_01849,5.853473269362626,-0.42753557915919416,b4169,amiB
PROKKA_01850,6.160693158508234,0.6384275872122505,b4168,tsaE
PROKKA_01851,5.555144887933793,-1.6345126228333484,b4167,nnr
PROKKA_01852,4.805948251838327,0.3552714076760797,b4166,queG
PROKKA_01856,5.058509320661045,0.6597425061226785,b4162,orn
PROKKA_01857,4.819674453280866,1.403450027871635,b4161,rsgA
PROKKA_01858,5.42225744436683,2.001779331322431,b4160,psd
PROKKA_01859,2.8728771180657255,0.7268410961654141,b4159,mscM
PROKKA_01860,2.8070041350475003,-0.0785822518457664,b4158,yjeO
PROKKA_01861,2.7706263281225953,0.9806129804205583,b4156,yjeM
PROKKA_01862,3.9941291716115237,2.122365407953278,b4155,epmA
