,HM56_UTI,HM56_LB,HM56_UR,HM56_mouse
PROKKA_00001,0.0,0.0,0.0,0.0
PROKKA_00002,0.0,0.0,0.0,0.0
PROKKA_00003,0.0,0.0,0.0,0.0
PROKKA_00004,0.0,0.0,0.0,0.0
PROKKA_00005,0.0,0.0,0.0,0.0
PROKKA_00006,0.0,0.0,0.0,0.0
PROKKA_00007,0.0,0.0,0.0,0.0
PROKKA_00008,6.328693475012478,1.5032167074411287,1.146826383488685,2.525456127908065
PROKKA_00009,0.0,0.0,0.0,0.0
PROKKA_00010,0.0,0.0,0.0,0.0
PROKKA_00011,4.324173095642193,0.7501794959385157,0.44442690716296823,0.36050558735583027
PROKKA_00015,0.0,0.0,0.0,0.0
PROKKA_00016,0.0,0.0,0.0,0.0
PROKKA_00017,0.0,0.0,0.0,0.0
PROKKA_00018,0.0,0.0,0.0,0.0
PROKKA_00019,0.0,0.013216593648540833,0.0,0.19308117431888883
PROKKA_00020,0.0,0.0,0.0,0.0
PROKKA_00021,36.84481373229009,18.220018386917005,33.81510669553437,30.203412268454752
PROKKA_00022,137.71632936610771,79.71578595987815,119.71472589279965,83.4139491143319
PROKKA_00023,78.76138320100878,153.18727648850853,165.12766202742324,178.91863109734035
PROKKA_00024,21.38042255987352,40.25401753171948,17.233489090961402,29.267262944443704
PROKKA_00025,0.22661054014827564,0.5277584998013223,1.4197453823247528,1.0910408822813924
PROKKA_00026,1.0236286056642552,3.0249204888643786,5.189604915106582,3.942696244655321
PROKKA_00027,2.6986818774861385,1.2443758935193954,1.795156795120556,7.649614321532248
PROKKA_00028,1.0136795892214576,1.100475382579327,1.3501266321191523,3.6747065925984197
PROKKA_00029,4.651504723677819,3.033669286304605,4.251600559257294,6.600682005785269
PROKKA_00030,1.5032783393077782,1.2971187188977056,1.5321538949341746,3.041294342930098
PROKKA_00031,2.087704074803525,394.3929239497348,16.613571629124333,11.257653565155406
PROKKA_00032,34.308519577695236,10.92465189229806,3.5519700874807767,86.50665245867724
PROKKA_00033,27.95123800380627,53.691272335675706,138.87823931941978,202.13601559729187
PROKKA_00034,13.384599848056967,29.210330949925687,29.5963448999477,30.94751918502441
PROKKA_00035,10.234038223555787,20.07300522817007,19.456476149460016,38.53430582494515
PROKKA_00036,0.30797336706321504,0.16239537940494322,0.0,3.163244770756264
PROKKA_00038,30.662484462755362,30.951854640352018,74.29625006207634,99.62817221031302
PROKKA_00039,26.125155381606387,15.016951588226211,42.7626154891677,9.971936259030414
PROKKA_00040,4.934573267717423,19.659683052204493,104.06498726470078,20.695888372305898
PROKKA_00041,14.401272372519475,44.01326952887679,119.52589697931293,21.508458733137132
PROKKA_00042,26.620950046016425,53.24003068198784,161.64423873110434,90.01150527568285
PROKKA_00043,14.158113133959239,11.218306641664187,79.21124543134702,25.727312254654752
PROKKA_00044,2.615766843101642,3.4924647768928705,8.525808305115131,11.173042237627792
PROKKA_00045,0.7548760496464724,1.4329751340451833,2.6385071151788426,3.2952184769677375
PROKKA_00046,0.0,0.19799177255596187,0.49524874760594484,0.28924611717031984
PROKKA_00047,4.889513312715266,2.620179482331731,5.059697864058181,9.33987925618765
PROKKA_00048,0.8355542284669231,2.030172003992754,9.205572730966734,3.1551889691329458
PROKKA_00049,4.1804327081505,18.534960475380558,27.362672095390042,27.37291594044319
PROKKA_00050,0.8477158566308115,0.5066038385341127,3.149361472147731,24.488516435393475
PROKKA_00051,9.545170213881164,33.04693130745452,16.70363373568554,69.17625196611556
PROKKA_00052,29.54231895794786,36.63466094237134,8.829161141086496,28.66892999571078
PROKKA_00053,17.2870758486768,21.98451959522814,19.937105427909618,29.538664396074132
PROKKA_00054,2.104667600429156,1.1895876307467828,1.2247081466990917,5.2453948390338185
PROKKA_00055,1.3332004968920756,1.2386208981806854,0.8373613693074201,4.523752184494361
PROKKA_00056,1.6672484897558344,3.2501748883348847,3.5984618425525148,8.075797022722634
PROKKA_00057,1.3471844288287484,2.920429832318472,5.126695192189917,10.608482721367698
PROKKA_00058,0.43282743479154545,0.9129253761142753,1.7639000391299255,2.1373275478082863
PROKKA_00059,0.888475596028917,3.3315280562664564,4.410817074745683,6.844258506546801
PROKKA_00060,0.9791261500769634,2.2143381985452684,1.8510689661082176,1.6761274433545028
PROKKA_00061,1.6730882392821247,3.003129497250316,14.121050958555184,5.923466674485351
PROKKA_00062,0.826591723668694,0.7198369272693266,1.6106029192908455,5.258047683512116
PROKKA_00063,0.7754329420698807,0.40888836600173206,0.9091352009623417,1.9911496101635409
PROKKA_00064,2.3346368148340493,2.96200917333024,3.741851186365532,4.850385951639828
PROKKA_00065,1.278526659480098,1.2600583644890389,2.740311307632547,6.91772693163022
PROKKA_00066,1.9263990279887608,3.0379842942038726,4.2347887364604455,11.954258657691646
PROKKA_00067,4.788638519449087,8.273413721438555,13.254234245608874,20.051225898839867
PROKKA_00068,9.436070062993823,17.85766742768746,26.341904746870885,31.875196712913393
PROKKA_00069,7.319444307170606,11.386364644846216,11.931397211117705,17.17133081143415
PROKKA_00070,10.430889079749413,29.998906935994782,20.57066749749257,68.90174804186456
PROKKA_00071,39.77278821110819,44.9726657252651,132.28446424765892,203.39090972640776
PROKKA_00072,40.09306981573367,11.793908814428042,234.58552583406788,353.1990280180142
PROKKA_00073,118.09634131253455,41.24001399559811,700.1416038357115,978.0491008553761
PROKKA_00074,1.9965170002718766,1.842347580145735,76.69652652256444,77.54040091073652
PROKKA_00075,103.98710495872812,13.437407469254257,18.640295350995064,151.96901207976933
PROKKA_00076,121.5533531139681,29.093847879290898,37.80411901258119,350.9912500354552
PROKKA_00077,85.53756891542172,9.619934588297353,12.175550295152267,133.66499672353189
PROKKA_00078,434.26441227575225,38.00848658642301,52.669140671229556,527.6858685638063
PROKKA_00079,1468.0788806399164,104.71552722199759,172.41466940843614,2165.4919236162054
PROKKA_00080,3431.4181872177783,237.99734475308324,514.5961331869661,4591.647089758539
PROKKA_00081,5875.598171305528,1088.6028669291647,1489.0485864974935,11814.499390392562
PROKKA_00082,10.686055756488736,3.619927428167459,10.421496129152212,68.72361562774745
PROKKA_00083,20.87056724702811,87.95643073103925,8.457071636858993,129.90321797780126
PROKKA_00084,4.285819314829435,7.348315315010644,45.578655270592485,75.99739741138163
PROKKA_00085,7.01488703712162,11.621400984758086,47.758368151819205,50.744909896151
PROKKA_00086,1.8314987584126707,3.9253283136166277,14.611101444037635,19.949422760876622
PROKKA_00087,16.74617028535734,19.194967286300795,30.742756487926567,31.106862422575443
PROKKA_00088,17.794644640037873,33.33127915639807,14.756765635803882,34.52543819457883
PROKKA_00089,1.2796928709994102,1.6944633792134645,1.581609470436451,5.695704975241878
PROKKA_00090,1.0623668441813656,2.707582900659787,4.9627105006659935,5.455871714698877
PROKKA_00091,13.122436131544742,86.7138879994446,116.31268138540355,157.93238338146068
PROKKA_00092,5.571869620005614,12.220648662724013,30.035696848529916,77.75758589202113
PROKKA_00093,750.844668415883,1923.549647905457,1877.6534602784507,2458.2998573693767
PROKKA_00094,374.79694911476827,428.1590451893326,256.9793766454022,518.1940423756322
PROKKA_00095,367.6673253279287,231.4450468805627,201.57608558204785,650.1063494260063
PROKKA_00096,390.81820280321983,130.5898576928198,71.5943970757844,304.24766043298905
PROKKA_00097,7.710519649960396,6.6777399434407165,10.632259129898573,50.21746813429406
PROKKA_00098,2.866286782568536,2.5500073640402507,5.990737059197396,24.967469293017928
PROKKA_00099,5.746366223338906,13.421103044997201,3.827937688262491,20.4564423107328
PROKKA_00100,3.644972925435824,1.8234419033749558,5.146629781719019,52.557350162056856
PROKKA_00101,1.3092737112335675,1.1250708362124708,3.677657471229573,9.525499642591411
PROKKA_00102,2.9109242346085367,2.090263845273518,6.867287354908675,10.89292719494332
PROKKA_00103,3.277301491012326,3.6405979998825915,6.628110219846205,8.86424742174944
PROKKA_00104,3.1650721908174333,1.429160970119783,1.5954851500394724,7.4966814100533705
PROKKA_00105,3.7078172862192,1.8047486499386793,4.765122432630204,13.915160494016469
PROKKA_00106,9.46105524409619,86.53188269411108,112.44192534986256,120.87125918912211
PROKKA_00107,27.811946120066374,79.86362533468953,96.43394651298385,163.7543581024741
PROKKA_00109,12.386634421706384,73.81409186987369,359.7159814869507,30.0554817178235
PROKKA_00110,2.571003241913163,14.099264911747115,32.73532645454457,99.0269788358422
PROKKA_00111,6.177390136631705,26.769563065595456,70.10834460495823,286.96244753524087
PROKKA_00112,6.1385058031919355,11.628699498017843,23.190087429782874,142.44538362971005
PROKKA_00113,5.794288913601777,10.786303562477835,30.637649494144114,61.43026141237429
PROKKA_00114,10.210644057502664,8.453455133940952,22.85409210595514,38.285404394754416
PROKKA_00115,7.310653077826979,30.130291251167534,75.89735726533026,26.121732427954495
PROKKA_00116,115.26287517466086,81.4706500197955,75.61450554991039,67.94690696814389
PROKKA_00117,157.75999948394832,50.450028506074695,59.35751310231237,78.53876497549612
PROKKA_00118,237.84185943079993,289.2130945425108,260.0415480110644,325.3871419416779
PROKKA_00119,202.4504292758758,142.31407266949674,249.21386515589825,370.1710432523148
PROKKA_00120,261.5493214790492,245.06606061181776,153.5460890653694,235.8190666848959
PROKKA_00121,2.682767157062884,1.8004407691398927,2.605625908739584,7.076660900373427
PROKKA_00122,13.352451667822253,28.931990589280936,27.378886727987183,23.645726318178035
PROKKA_00123,1593.6141104333576,821.676897956096,1080.5858615053648,144.02648846849613
PROKKA_00124,29.756852980147777,7.4704031171418706,15.45348739006307,2052.0211427345434
PROKKA_00125,19.982838294756572,71.16989478482064,206.34955428568264,325.13887262599695
PROKKA_00126,0.26904736527827333,0.13241159807738864,0.21292014000233278,0.5526858893142914
PROKKA_00127,0.0,0.1423325469842859,0.3560249738034345,2.0793357234341876
PROKKA_00128,0.24849353222267992,0.3821751060388148,0.4233526579588587,1.7547183975117902
PROKKA_00129,2.076059510242868,1.7839768637950733,3.9679586161523717,4.812605963476288
PROKKA_00130,2.1872035847597107,1.9294531084063673,4.635747133061007,5.192411052780951
PROKKA_00131,6.525501261134516,12.783533541081473,15.36214931790055,12.795584380067346
PROKKA_00132,33.43899061417924,69.69187575544102,12.864020009338802,38.797958321960245
PROKKA_00133,16.20167049461408,27.704675210992264,9.276728818496432,21.44625060954165
PROKKA_00134,201.59649378911055,620.6515801342767,201.17324884714364,502.63631609931457
PROKKA_00135,8.547403270451781,5.311099923179767,7.383688560931541,15.744065265724378
PROKKA_00137,10.017714332742466,19.63730011134809,23.14162329722324,34.87917987696056
PROKKA_00138,17.9098358076762,28.73149020241303,26.268204317167235,40.63552897817662
PROKKA_00139,1.3445930818157537,1111.510317332472,4.4426705386928225,14.595224728686448
PROKKA_00140,4.33805143986566,868.5740907876985,5.844832953618922,20.661435632552998
PROKKA_00141,29.436952946478193,53.26386148452871,47.315852236427354,150.89772412040756
PROKKA_00142,6.239115625849614,6.338552984072827,10.725444159629005,22.90966390544488
PROKKA_00143,98.69828341758537,566.36664731509,181.8835667334608,202.21001222386218
PROKKA_00144,124.2344517129236,233.3056261132565,178.65179136188831,142.23955933116986
PROKKA_00145,461.09034722068395,297.06584941417543,301.14979783891954,187.25720132945153
PROKKA_00146,84.25505318991485,84.74965001355443,42.67042288449762,71.73746107022808
